Accession	Gene Names	Entry
OG6_102845	C208310WA	A0A1D8PI78
OG6r21_112722	C208320CA	A0A1D8PI89
OG6r21_126921	C208330WA	A0A1D8PI40
OG6_160274	C208340CA	Q59KG7
OG6r21_115530	C208350CA	A0A1D8PI75
OG6_140564	C208360CA	Q5A741
OG6_100227	C208370CA	P0CY35
OG6_102493	C208380CA	A0A1D8PI44
OG6_107277	C208390WA	Q59K70
OG6r21_140011	C208400CA	A0A1D8PIA1
OG6_106094	C208420WA	A0A1D8PI96
OG6r21_103540	C208430CA	Q59Y11
OG6r21_112723	C208450WA	A0A1D8PI53
OG6_104182	C208460CA	Q59Y16
OG6r21_101645	C208470CA	A0A1D8PI83
OG6_102474	C208480WA	A0A1D8PI52
OG6_500256	C208490WA	Q59Y20
OG6_100256	C208500WA	Q59Y21
OG6_103459	C208510WA	A0A1D8PI65
OG6r21_167626	C208520CA	A0A1D8PIA9
OG6_102544	C208530CA	A0A1D8PIA3
OG6_500968	C208540CA	A0A1D8PIA8
OG6_106276	C208550CA	A0A1D8PI61
OG6_101492	C208560WA	A0A1D8PI59
OG6_129583	C208570WA	Q59Y27
OG6r21_105362	C208590WA	Q59Y31
OG6_102718	C208600WA	A0A1D8PI64
OG6_103822	C208610WA	A0A1D8PI71
OG6_102202	C208620WA	A0A1D8PIB7
OG6_104057	C208630CA	Q59Y36
OG6_101948	C208640CA	Q59Y37
OG6_103470	C208650WA	Q59Y38
OG6_106830	C208660CA	Q59Y39
OG6_102263	C208670CA	Q59Y40
OG6_105075	C208680WA	Q59Y41
OG6_101137	C208690CA	A0A1D8PIA5
OG6_102636	C208700CA	A0A1D8PI74
OG6r21_101667	C208710WA	A0A1D8PI79
OG6_100282	C208720WA	A0A1D8PIC9
OG6_123067	C208730WA	Q59Y46
OG6_102902	C208740WA	A0A1D8PIC8
OG6r21_115531	C208750WA	A0A1D8PI82
OG6_111107	C208760CA	A0A1D8PI73
OG6_120114	C208770CA	Q59Y55
OG6_101513	C208780WA	A0A1D8PI93
OG6_101911	C208790WA	A0A1D8PIB5
OG6_108976	C208800CA	A0A1D8PI95
OG6_100346	C208810CA	P83777
OG6_101269	C208820CA	A0A1D8PID6
OG6_160274	C208830WA	A0A1D8PID0
OG6_102098	C208840WA	Q59Y64
OG6_100397	C208850CA	Q59SC0
OG6_105018	C208860WA	A0A1D8PI94
OG6_127524	C208870CA	Q59SF7
OG6r21_140013	C208880WA	Q59SC5
OG6_111631	C208890WA	A0A1D8PIC1
OG6_109316	C208900WA	A0A1D8PIC2
OG6_114981	C208910CA	A0A1D8PIA0
OG6_116833	C208920WA	Q59SC9
OG6_102164	C208930WA	Q59SD0
OG6_103220	C208940CA	Q59SD1
OG6_101199	C208950WA	Q59SD2
OG6_124930	C208960CA	A0A1D8PIA4
OG6_103960	C208970CA	A0A1D8PIB6
OG6r21_167627	C208980CA	Q59SG9
OG6r21_126922	C208990CA	A0A1D8PID2
OG6r21_126988	C209000CA	A0A1D8PID5
OG6r21_101523	C209010WA	Q59SE2
OG6_102101	C209020WA	A0A1D8PIE7
OG6_108593	C209030WA	A0A1D8PIF3
OG6_103733	C209040WA	A0A1D8PIF1
OG6_101701	C209050CA	A0A1D8PI97
OG6_100710	C209060CA	A0A1D8PIB2
OG6_103425	C209070CA	A0A1D8PIC6
OG6_108593	C209080CA	A0A1D8PIC3
OG6_107452	C209100CA	A0A1D8PIF2
OG6r21_140014	C209110CA	A0A1D8PIE5
OG6r21_100223	C209130CA	Q59XL0
OG6_111529	C209140CA	A0A1D8PIF6
OG6_108518	C209150WA	A0A1D8PIF7
OG6_100420	C209160WA	Q59X53
OG6_101622	C209170WA	A0A1D8PIA6
OG6r21_115532	C209180WA	A0A1D8PIB8
OG6_500067	C209220WA	Q59X49
OG6_101253	C209230CA	Q59X47
OG6r21_126923	C209240CA	Q59X46
OG6_105102	C209250WA	Q59X45
OG6_101019	C209260CA	A0A1D8PID4
OG6_102530	C209270CA	A0A1D8PIG5
OG6_108411	C209280CA	Q59X41
OG6_114127	C209290WA	A0A1D8PIG8
OG6_143850	C209300WA	Q59X40
OG6_500798	C209310CA	Q59X39
OG6_102136	C209320CA	Q59X38
OG6r21_104651	C209330CA	A0A1D8PIE4
OG6r21_115533	C209340WA	Q59X36
OG6_103216	C209350WA	A0A1D8PIG7
OG6_585071	C209360WA	Q59X34
OG6_101893	C209370CA	A0A1D8PIH0
OG6_103633	C209380WA	A0A1D8PIJ2
OG6_100110	C209390WA	A0A1D8PIH3
OG6_102075	C209400CA	A0A1D8PIC7
OG6r21_102037	C209420WA	A0A1D8PIE2
OG6_100665	C209430WA	Q59LS1
OG6_173339	C209460CA	A0A1D8PIE8
OG6_101943	C209470CA	A0A1D8PII6
OG6_104299	C209480WA	Q59YC0
OG6_100677	C209490WA	A0A1D8PIG2
OG6_101867	C209500WA	A0A1D8PIH5
OG6_100689	C209510CA	Q59YC3
OG6_101721	C209520CA	Q59YC4
OG6_109757	C209530WA	G1UBC2
OG6_102225	C209560CA	A0A1D8PIE9
OG6_100589	C209570CA	A0A1D8PIF4
OG6_100831	C209580WA	A0A1D8PIG1
OG6_101022	C209590CA	Q59YD1
OG6_102587	C209600CA	Q59YD2
OG6_100767	C209610WA	A0A1D8PIH9
OG6_104137	C209620WA	A0A1D8PII5
OG6_103929	C209630CA	Q59YD5
OG6_102059	C209640WA	P34948
OG6_101686	C209650WA	A0A1D8PIF0
OG6_109417	C209660WA	Q59YD8
OG6_100169	C209670CA	Q59YD9
OG6_101026	C209680WA	A0A1D8PIH1
OG6r21_102264	C209690CA	A0A1D8PIK1
OG6_104444	C209700WA	A0A1D8PIJ0
OG6_118310	C209710CA	A0A1D8PIJ4
OG6_101550	C209720WA	Q59YE8
OG6_113316	C209730CA	Q59YE9
OG6_100497	C209740WA	Q59YF0
OG6_110817	C209750WA	A0A1D8PIF8
OG6_100908	C209760WA	Q59YF2
OG6_138560	C209770CA	A0A1D8PIH6
OG6_103262	C209780CA	Q59YF4
OG6r21_104652	C209790WA	A0A1D8PIK8
OG6r21_101382	C209800CA	Q59YF6
OG6_110579	C209810CA	A0A1D8PIK3
OG6r21_109258	C209820WA	A0A1D8PIK9
OG6r21_119628	C209830CA	A0A1D8PIL9
OG6_121243	C209840WA	Q59YF9
OG6_153005	C209850CA	Q59YG0
OG6_127104	C209860CA	A0A1D8PIJ1
OG6_102512	C209870WA	Q59YG2
OG6_222536	C209880CA	A0A1D8PII2
OG6_102617	C209890WA	A0A1D8PIL3
OG6_102649	C209900CA	Q59YG5
OG6_499953	C209910CA	A0A1D8PIL6
OG6_108634	C209920WA	Q59YG6
OG6_103915	C209930WA	Q59YG7
OG6_143780	C209940WA	A0A1D8PIL5
OG6_110306	C209950WA	A0A1D8PIH2
OG6_100692	C209960WA	A0A1D8PIJ8
OG6_101429	C209970CA	Q59YH1
OG6_104058	C209980WA	A0A1D8PIK6
OG6_100026	C209990CA	A0A1D8PIM2
OG6r21_140018	C210000CA	A0A1D8PIM3
OG6_103262	C210010CA	Q59XW9
OG6_121272	C210020CA	Q59XS8
OG6_133467	C210030CA	Q59XX2
OG6_101317	C210050WA	A0A1D8PIM4
OG6_101466	C210060CA	A0A1D8PII4
OG6_112762	C210070WA	A0A1D8PIL8
OG6r21_107067	C210080WA	A0A1D8PIK2
OG6r21_101668	C210090CA	A0A1D8PIL7
OG6_101743	C210100WA	Q59XY0
OG6_101063	C210110WA	P53698
OG6_102481	C210120WA	A0A1D8PIN9
OG6_124787	C210130WA	A0A1D8PIN2
OG6_102914	C210140WA	A0A1D8PIP6
OG6_121272	C210150WA	A0A1D8PIN7
OG6_121272	C210160WA	A0A1D8PIJ7
OG6r21_119629	C210170CA	A0A1D8PIN1
OG6_115538	C210180WA	A0A1D8PIM0
OG6_109980	C210190CA	Q59XY9
OG6_103289	C210200WA	A0A1D8PIN6
OG6_100217	C210210CA	Q59XU5
OG6_107420	C210220CA	A0A1D8PIP3
OG6_114247	C210230WA	A0A1D8PIQ0
OG6_100385	C210240WA	Q59XU9
OG6_102278	C210250CA	Q59XV0
OG6_100153	C210260CA	Q59XV1
OG6_101009	C210270WA	A0A1D8PIN8
OG6_114160	C210280CA	A0A1D8PIM6
OG6_145366	C210290WA	A0A1D8PIP0
OG6r21_101524	C210300CA	A0A1D8PIP4
OG6_101662	C210310CA	A0A1D8PIP2
OG6_499908	C210320CA	A0A1D8PIP8
OG6r21_100261	C210330CA	A0A1D8PIQ4
OG6_104358	C210340WA	A0A1D8PIS5
OG6_100430	C210350CA	Q59XW4
OG6_101048	C210360CA	O94048
OG6r21_100621	C210420WA	A0A1D8PIQ1
OG6_137845	C210430CA	Q5A5T3
OG6_101959	C210440CA	A0A1D8PIP5
OG6_104074	C210450WA	Q5A5S9
OG6_101298	C210460CA	Q5A5S8
OG6_114648	C210470CA	Q5A5S7
OG6_101212	C210480WA	Q5A5S6
OG6_104455	C210530CA	Q5A5S5
OG6_111549	C210540WA	Q5A5S3
OG6_102176	C210550CA	A0A1D8PIR2
OG6_101179	C210560CA	Q5A5R5
OG6_100352	C210570WA	Q5A5R4
OG6_102995	C210580WA	Q5A5R2
OG6_133406	C210590WA	Q5A5R1
OG6r21_167629	C210600WA	Q5A5R0
OG6_101755	C210610WA	A0A1D8PIQ7
OG6_100732	C210620WA	Q5A5Q8
OG6_111211	C210630WA	Q5A5Q7
OG6_500004	C210640CA	A0A1D8PIR7
OG6r21_115534	C210650WA	A0A1D8PIS1
OG6r21_108064	C210660WA	Q5A5Q6
OG6_100933	C210670WA	Q5A5Q4
OG6_104008	C210680WA	Q5A5Q3
OG6_118050	C210690WA	A0A1D8PIS4
OG6_112758	C210700CA	Q5A5P9
OG6_100738	C210710WA	Q5A5P8
OG6_102268	C210720CA	Q5A5P7
OG6r21_110824	C210730WA	Q5A5P6
OG6_101869	C210740CA	Q5A5P4
OG6_101386	C210750CA	Q5A5P2
OG6_102887	C210760CA	Q5A5P1
OG6_101491	C210770WA	Q5A5N9
OG6_105909	C210780CA	Q5A5N8
OG6_102531	C210790CA	Q5A5N6
OG6_102614	C210810WA	Q5A5N5
OG6_102243	C210820CA	A0A1D8PIS7
OG6r21_108065	C210830WA	A0A1D8PIU6
OG6_105504	C210840WA	Q5A5N2
OG6_104356	C210850CA	Q5A5N1
OG6_100829	C210860CA	Q5A5N0
OG6_116543	C210870WA	A0A1D8PIT1
OG6r21_167630	C300010CA	A0A1D8PIW5
OG6_102259	C300030CA	A0A1D8PIU7
OG6r21_167633	C300050CA	Q5A7J8
OG6_108054	C300060WA	A0A1D8PIT9
OG6_100698	C300090WA	Q5A7K0
OG6_102870	C300100WA	Q5A7K1
OG6_103744	C300110CA	Q5A7K3
OG6r21_167634	C300120WA	Q5A7K2
OG6_111536	C300130CA	Q5A7K7
OG6r21_140019	C300140WA	Q5A7K4
OG6r21_140020	C300150WA	Q5A7K5
OG6_106972	C300160CA	Q5A7K9
OG6_107280	C300170CA	Q5A7L0
OG6_101673	C300180CA	Q5A7L5
OG6r21_119630	C300190WA	Q5A7L4
OG6_100989	C300200CA	A0A1D8PIW1
OG6_108728	C300210CA	Q5A7L7
OG6_106767	C300220WA	Q5A7L9
OG6r21_140021	C300230CA	Q5A7M0
OG6_101784	C300240CA	Q5A7M1
OG6_102237	C300250CA	Q5A7M2
OG6_103174	C300260CA	Q5A7M3
OG6_101755	C300270CA	Q5A7M4
OG6_101235	C300280CA	A0A1D8PIW0
OG6_101477	C300290WA	A0A1D8PIV7
OG6r21_108066	C300300WA	Q5A7M7
OG6_102074	C300310CA	Q5A7M8
OG6_111160	C300320WA	Q5A7M9
OG6_500457	C300330WA	A0A1D8PIX3
OG6_104386	C300340WA	Q5A7N3
OG6_102028	C300350WA	Q5A7N4
OG6r21_104653	C300360WA	Q5A7N5
OG6_500629	C300370CA	Q5A7N6
OG6_119818	C300380CA	Q5A7N7
OG6_105217	C300390WA	Q5A7N9
OG6_102894	C300400CA	A0A1D8PIX8
OG6r21_140022	C300410CA	Q5A7P1
OG6_100263	C300420WA	Q5A7P2
OG6_500131	C300430WA	Q5A7P3
OG6r21_115535	C300440WA	Q5A7P4
OG6_100234	C300450CA	Q5A7P6
OG6_101031	C300460WA	Q5A7P7
OG6_124368	C300470WA	Q5A7P8
OG6_101292	C300480CA	Q5A7P9
OG6_100632	C300490WA	Q5A7Q2
OG6_101928	C300500CA	Q5A7Q3
OG6_104942	C300510WA	Q5A7Q4
OG6_102346	C300520WA	Q5A7Q5
OG6_103699	C300530CA	Q5A7Q6
OG6_102849	C300540CA	Q5A7Q7
OG6_499931	C300550CA	Q5A7Q8
OG6_102358	C300560CA	Q5A7Q9
OG6_100959	C300570CA	Q5A7R0
OG6r21_109259	C300580WA	A0A1D8PIY8
OG6r21_140023	C300590WA	Q5A7R4
OG6r21_109259	C300600WA	Q5A7R7
OG6_500111	C300610WA	Q5A7S0
OG6_104546	C300620CA	A0A1D8PIZ2
OG6_115930	C300630WA	Q5A7S2
OG6_100596	C300640WA	Q5A7S3
OG6_106346	C300650WA	Q5A7S4
OG6_102496	C300660WA	Q5A7S5
OG6_104629	C300670CA	Q5A7S7
OG6r21_140024	C300680CA	Q5A7S6
OG6_103359	C300690CA	Q5A7S8
OG6_102677	C300700WA	A0A1D8PJ06
OG6_103535	C300710WA	A0A1D8PJ29
OG6_100641	C300720WA	A0A1D8PJ01
OG6_104470	C300730WA	A0A1D8PJ46
OG6_500510	C300750WA	A0A1D8PJ02
OG6_109926	C300760WA	A0A1D8PJ25
OG6_102240	C300770CA	A0A1D8PJ20
OG6_100248	C300780WA	A0A1D8PJ17
OG6_110822	C300790WA	A0A1D8PJ04
OG6_101194	C300800WA	A0A1D8PJ05
OG6_101391	C300810CA	A0A1D8PJ13
OG6_105381	C300820WA	A0A1D8PJ38
OG6_100906	C300830CA	A0A1D8PJ08
OG6_143732	C300840CA	Q59LP6
OG6_222605	C300850CA	A0A1D8PJ10
OG6_106270	C300860WA	Q59LN9
OG6_100311	C300880WA	A0A1D8PJ26
OG6_124580	C300890CA	A0A1D8PJ34
OG6_100207	C300900CA	A0A1D8PJ12
OG6_100282	C300910WA	A0A1D8PJ09
OG6_103278	C300920WA	A0A1D8PJ22
OG6_103278	C300930WA	A0A1D8PJ42
OG6_110755	C300940WA	Q5A9Y7
OG6_500258	C300950CA	A0A1D8PJ59
OG6_103504	C300960WA	A0A1D8PJ15
OG6_123074	C300980WA	A0A1D8PJ45
OG6r21_102265	C300990CA	Q5A9Y1
OG6_102112	C301000WA	A0A1D8PJ43
OG6r21_112724	C301020WA	A0A1D8PJ21
OG6_137766	C301030WA	Q5A9X7
OG6r21_103126	C301040CA	A0A1D8PJ28
OG6r21_103126	C301050CA	A0A1D8PJ49
OG6r21_167635	C301060WA	A0A1D8PJ24
OG6_102599	C301070CA	A0A1D8PJ63
OG6_105720	C301080WA	A0A1D8PJ23
OG6_499868	C301090WA	A0A1D8PJ53
OG6r21_112725	C301100WA	Q5A9X2
OG6r21_101525	C301110CA	A0A1D8PJ62
OG6_102393	C301120WA	Q5A9X0
OG6_129669	C301130CA	A0A1D8PJ35
OG6_104137	C301140WA	A0A1D8PJ36
OG6_105567	C301150CA	A0A1D8PJ61
OG6_100438	C301160WA	A0A1D8PJ31
OG6_143868	C301170WA	Q59L25
OG6_114258	C301180CA	A0A1D8PJ33
OG6_101806	C301190CA	A0A1D8PJ57
OG6_103119	C301200WA	A0A1D8PJ54
OG6_113304	C301210CA	A0A1D8PJ67
OG6_107650	C301220WA	Q5AJ63
OG6r21_107068	C301230CA	Q5AJ64
OG6_100143	C301250WA	Q5AJ65
OG6_112007	C301260CA	A0A1D8PJ68
OG6_103602	C301280WA	Q5AJ69
OG6_100995	C301300CA	Q5AJ71
OG6_104380	C301310WA	Q5AJ72
OG6_110305	C301320CA	Q5AJ73
OG6_140875	C301330WA	A0A1D8PJ72
OG6_127061	C301340WA	Q5AJ75
OG6_100519	C301350CA	P13649
OG6_109925	C301360CA	Q5AJ77
OG6_109925	C301370CA	Q5AJK6
OG6_102130	C301390CA	A0A1D8PJ74
OG6_123057	C301400WA	Q5AJ82
OG6_101398	C301410CA	A0A1D8PJ73
OG6_106080	C301420CA	Q5AJ84
OG6r21_140030	C301430WA	Q5AJ85
OG6r21_294831	C301440CA	A0A1D8PJ78
OG6_102900	C301450CA	A0A1D8PJ95
OG6_101592	C301460CA	Q5AJ90
OG6_103717	C301470WA	A0A1D8PJ64
OG6_101105	C301480CA	Q5AJ92
OG6_101127	C301490WA	Q5AJ93
OG6_113935	C301500CA	A0A1D8PJ75
OG6_122937	C301510WA	A0A1D8PJ98
OG6_103017	C301520CA	A0A1D8PJ76
OG6_102307	C301530CA	A0A1D8PJ86
OG6_109522	C301540WA	Q5AJA1
OG6_114872	C301550CA	A0A1D8PJA8
OG6_100085	C301560WA	Q5AJA5
OG6_500762	C301570WA	Q5AJA6
OG6_143776	C301580WA	A0A1D8PJ96
OG6r21_140031	C301590WA	A0A1D8PJ82
OG6_100547	C301600WA	A0A1D8PJ80
OG6_101633	C301610WA	A0A1D8PJA6
OG6_106245	C301620WA	A0A1D8PJ87
OG6_100902	C301630WA	Q5AJB1
OG6r21_106207	C301640CA	A0A1D8PJ92
OG6r21_140032	C301660WA	Q5AJB3
OG6_100000	C301670WA	A0A1D8PJ90
OG6_110277	C301680CA	A0A1D8PJ88
OG6_123056	C301690WA	A0A1D8PJA1
OG6_101330	C301700WA	Q5AJB7
OG6_102598	C301710CA	A0A1D8PJ89
OG6_101600	C301720CA	A0A1D8PJB0
OG6_107120	C301730CA	Q5AJC0
OG6r21_167637	C301740CA	A0A1D8PJ99
OG6_104542	C301750CA	Q5AJC1
OG6_100384	C301760WA	Q5AJC2
OG6r21_102822	C301770CA	Q5AJC3
OG6_107541	C301780CA	A0A1D8PJ94
OG6_121293	C301790CA	Q5AJC4
OG6r21_106208	C301800CA	Q5AJC5
OG6_104259	C301810CA	Q00310
OG6_110843	C301820WA	A0A1D8PJB5
OG6_104259	C301830CA	P46592
OG6_115955	C301850WA	A0A1D8PJB1
OG6_101341	C301860CA	Q5AJD0
OG6_103222	C301880WA	Q5AJD2
OG6_137783	C301890CA	A0A1D8PJA9
OG6_127173	C301900CA	A0A1D8PJA2
OG6_102636	C301910CA	A0A1D8PJB8
OG6_100457	C301930WA	Q5AJD6
OG6_102603	C301940CA	A0A1D8PJB6
OG6_102603	C301950CA	Q5AJD8
OG6_100457	C301960CA	Q5AJD9
OG6r21_115536	C301970CA	Q5AJE0
OG6_500948	C301980CA	A0A1D8PJC1
OG6_103239	C301990WA	A0A1D8PJD7
OG6_101667	C302000WA	A0A1D8PJD1
OG6_103673	C302010CA	A0A1D8PJC5
OG6_102169	C302020WA	Q5AJS6
OG6_101864	C302030WA	A0A1D8PJD6
OG6_500936	C302040CA	Q5AJF1
OG6_109335	C302060WA	Q5AJF2
OG6_105576	C302070CA	A0A1D8PJC8
OG6_100992	C302080WA	A0A1D8PJC6
OG6_108229	C302090CA	A0A1D8PJC7
OG6_113385	C302100WA	A0A1D8PJE4
OG6_100843	C302110WA	Q5AJF7
OG6_103494	C302120WA	A0A1D8PJD5
OG6_102666	C302130WA	A0A1D8PJD3
OG6_121272	C302140CA	A0A1D8PJF0
OG6_104760	C302150CA	O74198
OG6_105219	C302160CA	A0A1D8PJE6
OG6_153159	C302170CA	A0A1D8PJE0
OG6_101093	C302180CA	A0A1D8PJD2
OG6_103702	C302190CA	Q5AJG7
OG6r21_126924	C302200WA	A0A1D8PJF7
OG6_103368	C302210CA	A0A1D8PJE3
OG6_142109	C302220WA	Q5AJU7
OG6_103650	C302230CA	A0A1D8PJE8
OG6_100285	C302240CA	A0A1D8PJG1
OG6r21_110825	C302250CA	Q5AJH2
OG6_101677	C302260CA	Q5AJH3
OG6_112154	C302270WA	A0A1D8PJE5
OG6_100463	C302280CA	P53704
OG6_101806	C302290WA	A0A1D8PJF1
OG6r21_140033	C302300WA	Q5AJV5
OG6_100186	C302310WA	A0A1D8PJF2
OG6_100369	C302320WA	A0A1D8PJF9
OG6r21_126925	C302330CA	A0A1D8PJF4
OG6_105655	C302340WA	A0A1D8PJG7
OG6_103057	C302350WA	A0A1D8PJF3
OG6_100690	C302360CA	A0A1D8PJI5
OG6_101780	C302370CA	A0A1D8PJF5
OG6r21_126926	C302390WA	A0A1D8PJF6
OG6_119538	C302400CA	A0A1D8PJG0
OG6_121165	C302410CA	A0A1D8PJI9
OG6_100684	C302430WA	A0A1D8PJI6
OG6_103150	C302440CA	Q5AEN6
OG6_102466	C302450WA	A0A1D8PJL5
OG6_102434	C302460CA	A0A1D8PJH8
OG6_100791	C302470CA	Q5AEN2
OG6_101949	C302480CA	Q5AEN1
OG6_101122	C302490CA	A0A1D8PJG4
OG6_110913	C302500WA	Q5AEM8
OG6_114704	C302510CA	Q5AEM6
OG6_133599	C302530WA	A0A1D8PJJ9
OG6_100646	C302540CA	Q5AEM5
OG6_115929	C302550CA	A0A1D8PJG9
OG6_500547	C302560WA	A0A1D8PJM0
OG6_107913	C302570WA	A0A1D8PJI0
OG6_136431	C302580CA	A0A1D8PJG8
OG6_102126	C302590WA	A0A1D8PJJ8
OG6_100535	C302600CA	Q5AEL8
OG6_105123	C302610CA	Q5AF03
OG6_102458	C302620CA	A0A1D8PJH2
OG6r21_140034	C302630CA	A0A1D8PJK8
OG6_170066	C302640CA	A0A1D8PJJ7
OG6r21_110826	C302660WA	A0A1D8PJH6
OG6_101715	C302670WA	Q5AEK9
OG6_101010	C302680CA	Q5AEK8
OG6_103187	C302690CA	A0A1D8PJH3
OG6_101525	C302700WA	A0A1D8PJK7
OG6r21_140036	C302710WA	A0A1D8PJH9
OG6_101636	C302720WA	A0A1D8PJH4
OG6r21_101669	C302750WA	A0A1D8PJH5
OG6r21_103541	C302760CA	A0A1D8PJL3
OG6_104574	C302770CA	A0A1D8PJK6
OG6_100275	C302780WA	Q9HGT6
OG6r21_110827	C302790WA	A0A1D8PJN4
OG6_105133	C302800WA	Q5AEJ7
OG6_100152	C302810CA	A0A1D8PJI7
OG6_105282	C302820CA	A0A1D8PJM6
OG6_103511	C302830WA	A0A1D8PJI4
OG6_103583	C302840WA	Q5AEJ3
OG6_121258	C302850CA	A0A1D8PJI2
OG6_102838	C302860WA	Q5AEJ1
OG6_133017	C302870CA	Q5AEJ0
OG6_101644	C302880WA	Q5AEI9
OG6r21_105364	C302890CA	Q5AEV7
OG6r21_100809	C302900WA	Q5AEH4
OG6r21_102823	C302910WA	Q5AEH6
OG6_108957	C302920WA	Q5AEI3
OG6_104820	C302930WA	Q5AEI2
OG6_118296	C302940CA	Q5AEI1
OG6_101298	C302950CA	Q5AEI0
OG6_101176	C302960CA	A0A1D8PJN6
OG6_108834	C302970CA	Q5AEH7
OG6r21_102823	C302980CA	Q5AEH6
OG6r21_100809	C302990CA	Q5AEH4
OG6r21_105364	C303000WA	Q5AEV7
OG6_101644	C303010CA	A0A1D8PJK2
OG6r21_140037	C303020WA	Q5AEH0
OG6_100142	C303030CA	A0A1D8PJK3
OG6_100306	C303040WA	A0A1D8PJK5
OG6_234256	C303050CA	Q5AEG7
OG6_102947	C303060WA	Q5AEG6
OG6_123029	C303070WA	A0A1D8PJN2
OG6r21_109260	C303080WA	Q5AEG3
OG6_100282	C303090WA	A0A1D8PJR1
OG6_119711	C303100CA	Q5AEG1
OG6_118295	C303110WA	A0A1D8PJL4
OG6_112012	C303120CA	Q5AEF9
OG6_101137	C303130CA	A0A1D8PJM5
OG6_110303	C303140CA	A0A1D8PJM4
OG6_129913	C303150WA	A0A1D8PJL2
OG6r21_102267	C303160CA	Q5AEF3
OG6_101941	C303170WA	Q5AEF2
OG6_101826	C303180CA	A0A1D8PJL8
OG6_102468	C303190CA	Q5AEF0
OG6_107131	C303200CA	A0A1D8PJN7
OG6_100091	C303210WA	Q5AEE8
OG6_132283	C303230CA	A0A1D8PJQ5
OG6_100089	C303250WA	A0A1D8PJN3
OG6_103283	C303260WA	A0A1D8PJN1
OG6_103296	C303270WA	Q5AEE2
OG6_101774	C303280CA	Q5AEE1
OG6_103955	C303290CA	A0A1D8PJR5
OG6_102013	C303300CA	Q5AED9
OG6_101563	C303310CA	A0A1D8PJT1
OG6_105034	C303320WA	A0A1D8PJP6
OG6_101977	C303330CA	Q5AED6
OG6_108829	C303340CA	A0A1D8PJR3
OG6_110306	C303360WA	A0A1D8PJQ2
OG6r21_112726	C303370CA	A0A1D8PJP0
OG6_102427	C303380WA	A0A1D8PJM8
OG6_100695	C303390CA	A0A1D8PJS2
OG6_101479	C303400CA	A0A1D8PJW1
OG6_110013	C303410CA	Q5AED0
OG6_100512	C303420CA	Q5AEC9
OG6_104152	C303430CA	Q5AEC8
OG6_129693	C303440CA	A0A1D8PJQ4
OG6_454568	C303450CA	Q5AEC6
OG6_107311	C303460CA	Q5AEC5
OG6_102015	C303470WA	Q5AEC3
OG6_100524	C303480CA	A0A1D8PJP4
OG6r21_115537	C303490WA	Q5AEC1
OG6_105803	C303500WA	Q5AEC0
OG6_110542	C303510CA	A0A1D8PJP3
OG6_101968	C303520CA	Q5AEB8
OG6_119787	C303530WA	Q5AEB7
OG6r21_101526	C303540WA	A0A1D8PJQ8
OG6_103852	C303550CA	Q5AEB5
OG6_100598	C303560WA	Q5AEB4
OG6_105576	C303570CA	Q5AEB3
OG6_109856	C303580CA	A0A1D8PJQ3
OG6_101926	C303590WA	A0A1D8PJT2
OG6_109856	C303600CA	A0A1D8PJX4
OG6_110303	C303610WA	A0A1D8PJM4
OG6r21_140039	C303620CA	A0A1D8PJV7
OG6_101137	C303630WA	A0A1D8PJM5
OG6_112012	C303640WA	Q59SR3
OG6_101333	C303650WA	Q59SR4
OG6_127231	C303660WA	Q59SR6
OG6_500493	C303670WA	A0A1D8PJR4
OG6_101412	C303680WA	A0A1D8PJQ9
OG6_102512	C303690WA	A0A1D8PJT9
OG6_102313	C303710WA	Q59SS1
OG6_109856	C303720WA	A0A1D8PJR2
OG6_101926	C303730CA	Q59SS4
OG6r21_103542	C303740WA	Q59SS6
OG6_104370	C303750CA	Q59SS7
OG6_100399	C303760WA	Q59SS8
OG6r21_101824	C303770CA	Q59SS9
OG6r21_140041	C303780WA	Q59ST0
OG6_101599	C303790WA	Q59ST1
OG6_100318	C303800WA	Q59ST2
OG6_101842	C303810WA	A0A1D8PJZ1
OG6_124898	C303820CA	A0A1D8PJS8
OG6_101438	C303830WA	Q59ST6
OG6_101503	C303840CA	Q59ST8
OG6r21_101133	C303850CA	Q59ST9
OG6_103342	C303860WA	Q59SU0
OG6_114704	C303870CA	Q59SU1
OG6_101403	C303880CA	A0A1D8PJS7
OG6_101209	C303890WA	P43069
OG6_100082	C303900CA	P48989
OG6_100077	C303910WA	Q59SU5
OG6r21_140042	C303920WA	A0A1D8PJT6
OG6_103964	C303930WA	Q59SU6
OG6_118295	C303980CA	A0A1D8PJU8
OG6_103579	C303990CA	A0A1D8PJU0
OG6_500858	C304000CA	Q59MQ8
OG6_181392	C304020CA	A0A1D8PJX7
OG6r21_102824	C304030CA	A0A1D8PJT4
OG6r21_115538	C304040WA	A0A1D8PJU2
OG6_101984	C304060CA	Q59MR4
OG6_100151	C304070CA	A0A1D8PK15
OG6_102683	C304080WA	A0A1D8PJT8
OG6_110248	C304090WA	Q5ANP6
OG6_100026	C304100WA	A0A1D8PJV3
OG6_111252	C304110CA	A0A1D8PJV0
OG6r21_104038	C304120CA	Q5ANP4
OG6_104219	C304130WA	Q5ANP3
OG6_101216	C304140CA	Q5ANP2
OG6_112012	C304160WA	Q5ANP1
OG6r21_126927	C304170WA	A0A1D8PJZ0
OG6_137739	C304180WA	Q5ANN9
