Gene Names	Accession	Entry
YLR414C	OG6_143853	Q06991
YLR415C	OG6_500248	O13578
YLR417W	OG6_102615	Q06696
YLR418C	OG6_102858	Q06697
YLR419W	OG6_100595	Q06698
YLR420W	OG6_106265	P20051
YLR421C	OG6_102724	O13563
YLR422W	OG6_100636	Q06409
YLR423C	OG6_143697	Q06410
YLR424W	OG6_103393	Q06411
YLR425W	OG6_114193	Q06412
YLR426W	OG6_100599	Q06417
YLR427W	OG6_102933	Q06436
YLR429W	OG6_100479	Q06440
YLR430W	OG6_101455	Q00416
YLR431C	OG6_500240	Q06671
YLR432W	OG6_100534	P50095
YLR433C	OG6_100566	P23287
YLR435W	OG6_103365	Q06672
YLR436C	OG6_499967	Q06673
YLR437C	OG6_500811	O13577
YLR438C-A	OG6_101597	P57743
YLR438W	OG6_100416	P07991
YLR439W	OG6_104174	P36517
YLR440C	OG6_500224	Q12745
YLR441C	OG6_100723	P33442
YLR442C	OG6_222612	P06701
YLR443W	OG6_499846	Q06200
YLR445W	OG6_499933	Q06201
YLR446W	OG6_500346	Q06204
YLR447C	OG6_101546	P32366
YLR448W	OG6_101188	P05739
YLR449W	OG6_104296	Q06205
YLR450W	OG6_101762	P12684
YLR451W	OG6_152921	P08638
YLR452C	OG6_106126	P11972
YLR453C	OG6_499910	Q06208
YLR454W	OG6_115052	Q06179
YLR455W	OG6_127246	Q06188
YLR456W	OG6_127197	Q06199
YLR457C	OG6_111496	P52919
YLR459W	OG6_103076	P41733
YLR460C	OG6_115538	P54007
YLR461W	OG6_109825	P53427
YLR462W	OG6_108906	O13556
YLR464W	OG6_108906	P0CX17
YLR466W	OG6_108906	O13559
YLR467W	OG6_108906	P0CX21
YML001W	OG6_101358	P32939
YML002W	OG6_500674	P0CF17
YML003W	OG6_500545	P0CF16
YML004C	OG6_102622	P50107
YML005W	OG6_104709	Q04235
YML006C	OG6_500681	Q04233
YML007C-A	OG6_500637	Q3E7A6
YML007W	OG6_500043	P19880
YML008C	OG6_104760	P25087
YML009C	OG6_103648	P36533
YML010W	OG6_101219	P27692
YML011C	OG6_500446	Q04231
YML012W	OG6_101611	P54837
YML013W	OG6_500023	Q04228
YML014W	OG6_100549	P49957
YML015C	OG6_103964	Q04226
YML016C	OG6_100222	P26570
YML017W	OG6_500311	P50109
YML018C	OG6_103193	Q03730
YML019W	OG6_143354	Q03723
YML020W	OG6_118303	Q03722
YML021C	OG6_101690	P12887
YML022W	OG6_101012	P49435
YML023C	OG6_500971	Q03718
YML024W	OG6_100832	P02407
YML025C	OG6_101056	P51998
YML026C	OG6_100333	P0CX56
YML027W	OG6_105387	P34161
YML028W	OG6_100111	P34760
YML029W	OG6_500451	Q03714
YML030W	OG6_103999	Q03713
YML031W	OG6_500518	P32500
YML032C	OG6_105470	P06778
YML034W	OG6_112432	Q03707
YML035C	OG6_100681	P15274
YML036W	OG6_103892	Q03705
YML037C	OG6_500452	Q03703
YML038C	OG6_102765	Q03697
YML039W	OG6_100069	Q03434
YML040W	OG6_100069	P0CX76
YML041C	OG6_104246	Q03433
YML042W	OG6_102174	P32796
YML043C	OG6_500786	Q04712
YML045W	OG6_100069	Q04711
YML045W-A	OG6_100069	Q04706
YML046W	OG6_104156	P39682
YML047C	OG6_115045	Q04705
YML048W	OG6_500126	Q04697
YML049C	OG6_102496	Q04693
YML050W	OG6_105567	Q04689
YML051W	OG6_124758	P04387
YML052W	OG6_133379	P54003
YML053C	OG6_500305	Q04978
YML054C	OG6_100930	P00175
YML054C-A	OG6_500500	Q3E809
YML055W	OG6_103476	Q04969
YML056C	OG6_100534	P50094
YML057W	OG6_100566	P14747
YML060W	OG6_102483	P53397
YML058W	OG6_499924	Q04964
YML058W-A	OG6_500590	Q6Q5K6
YML059C	OG6_101855	Q04958
YML061C	OG6_126571	P07271
YML062C	OG6_500597	P33441
YML063W	OG6_100723	P23248
YML064C	OG6_108522	P38987
YML065W	OG6_100406	P54784
YML066C	OG6_500106	Q04658
YML067C	OG6_105529	Q04651
YML068W	OG6_104248	Q04638
YML069W	OG6_101807	Q04636
YML070W	OG6_102658	P54838
YML071C	OG6_189230	Q04632
YML072C	OG6_100476	Q03640
YML073C	OG6_101188	Q02326
YML074C	OG6_104296	P38911
YML075C	OG6_101762	P12683
YML076C	OG6_153292	Q03631
YML077W	OG6_102947	Q03630
YML078W	OG6_100528	P25719
YML079W	OG6_106161	Q03629
YML080W	OG6_101867	P53759
YML081C-A	OG6_116984	P81450
YML081W	OG6_500907	Q04545
YML082W	OG6_110525	Q04533
YML083C	OG6_500646	Q04526
YML085C	OG6_100108	P09733
YML086C	OG6_103118	P54783
YML087C	OG6_100179	Q04516
YML088W	OG6_500743	Q04511
YML091C	OG6_500040	Q02773
YML092C	OG6_101969	P23639
YML093W	OG6_102803	Q04500
YML094W	OG6_101532	Q04493
YML095C	OG6_102832	P06838
YML096W	OG6_102544	Q04489
YML097C	OG6_102142	P54787
YML098W	OG6_103773	P11747
YML099C	OG6_186968	P05085
YML100W	OG6_118050	P38427
YML100W-A	OG6_500530	Q6B2I9
YML100W-A	OG6_500530	Q8TGT0
YML101C	OG6_500112	Q04201
YML102W	OG6_102357	Q04199
YML103C	OG6_137446	P52593
YML104C	OG6_104966	Q01846
YML105C	OG6_101284	P29478
YML106W	OG6_100519	P13298
YML107C	OG6_500688	Q03760
YML108W	OG6_500649	Q03759
YML109W	OG6_500667	P54786
YML110C	OG6_101003	P49017
YML111W	OG6_160270	Q03758
YML112W	OG6_500866	P46963
YML113W	OG6_500669	P13483
YML114C	OG6_104008	Q03750
YML115C	OG6_113480	P23642
YML116W	OG6_205300	P13090
YML117W	OG6_500536	Q03735
YML118W	OG6_118085	Q03210
YML119W	OG6_499997	Q03208
YML120C	OG6_100512	P32340
YML121W	OG6_102718	Q00582
YML123C	OG6_101246	P25297
YML124C	OG6_100108	P09734
YML125C	OG6_100179	Q12746
YML126C	OG6_101064	P54839
YML127W	OG6_112445	Q03124
YML128C	OG6_123081	Q03104
YML129C	OG6_500119	P39103
YML130C	OG6_101008	Q03103
YML131W	OG6_100445	Q03102
YML132W	OG6_111794	P0CX13
YML133C	OG6_108906	Q03099
YMR001C	OG6_100759	P32562
YMR001C-A	OG6_500751	Q8TGS9
YMR002W	OG6_103181	Q03667
YMR003W	OG6_500228	Q03673
YMR004W	OG6_105405	P40959
YMR005W	OG6_105779	P50105
YMR006C	OG6_108039	Q03674
YMR008C	OG6_108039	P39105
YMR009W	OG6_102069	Q03677
YMR010W	OG6_103454	Q03687
YMR011W	OG6_100060	P23585
YMR012W	OG6_102505	Q03690
YMR013C	OG6_103187	P20048
YMR014W	OG6_115800	Q04347
YMR015C	OG6_101117	P54781
YMR016C	OG6_113582	P53438
YMR017W	OG6_112276	Q04359
YMR018W	OG6_500529	Q04364
YMR019W	OG6_140875	P50104
YMR020W	OG6_132473	P50264
YMR021C	OG6_500776	P35192
YMR022W	OG6_105061	Q02159
YMR023C	OG6_101467	P32559
YMR024W	OG6_105063	P36516
YMR025W	OG6_500239	Q04368
YMR026C	OG6_103569	Q04370
YMR027W	OG6_102304	Q04371
YMR028W	OG6_102570	Q04372
YMR029C	OG6_499921	Q05040
YMR030W	OG6_500304	Q05043
YMR030W-A	OG6_500070	Q3E760
YMR031C	OG6_222605	Q05050
YMR032W	OG6_103923	Q05080
YMR033W	OG6_137766	Q05123
YMR034C	OG6_105690	Q05131
YMR035W	OG6_103471	P46972
YMR036C	OG6_101194	P23748
YMR037C	OG6_117256	P33748
YMR038C	OG6_105544	P40202
YMR039C	OG6_102997	P54000
YMR040W	OG6_199197	Q04210
YMR041C	OG6_104231	Q04212
YMR042W	OG6_500390	P07249
YMR043W	OG6_103066	P11746
YMR044W	OG6_500773	Q04213
YMR045C	OG6_100069	Q04214
YMR046C	OG6_100069	Q04215
YMR047C	OG6_101756	Q02630
YMR048W	OG6_104368	Q04659
YMR049C	OG6_102525	Q04660
YMR050C	OG6_100069	Q04670
YMR051C	OG6_100069	P0CX69
YMR052W	OG6_108484	P46671
YMR053C	OG6_129913	P46679
YMR054W	OG6_100301	P37296
YMR055C	OG6_109517	P26448
YMR056C	OG6_100505	P04710
YMR058W	OG6_100257	P38993
YMR059W	OG6_137696	Q04675
YMR060C	OG6_103286	P50110
YMR061W	OG6_102277	P25298
YMR062C	OG6_104734	Q04728
YMR063W	OG6_137773	Q04734
YMR064W	OG6_500283	P32493
YMR065W	OG6_144647	Q04746
YMR066W	OG6_500414	Q04748
YMR067C	OG6_103915	P54730
YMR068W	OG6_116833	Q04749
YMR069W	OG6_102911	Q04751
YMR070W	OG6_500645	P54785
YMR071C	OG6_117003	Q04767
YMR072W	OG6_126549	Q02486
YMR073C	OG6_102017	Q04772
YMR074C	OG6_101501	Q04773
YMR075W	OG6_112470	Q04779
YMR076C	OG6_101478	Q04264
YMR077C	OG6_102807	Q04272
YMR078C	OG6_102931	P49956
YMR079W	OG6_100867	P24280
YMR080C	OG6_101981	P30771
YMR081C	OG6_500878	P32488
YMR083W	OG6_100245	P07246
YMR084W	OG6_500924	A2P2R3
YMR085W	OG6_500862	P0CF18
YMR086W	OG6_500412	Q04279
YMR087W	OG6_132750	Q04299
YMR088C	OG6_111608	Q04301
YMR089C	OG6_100384	P40341
YMR090W	OG6_122871	Q04304
YMR091C	OG6_115041	P32832
YMR092C	OG6_102813	P46680
YMR093W	OG6_102263	Q04305
YMR094W	OG6_500687	P35203
YMR095C	OG6_103407	Q03144
YMR096W	OG6_102840	Q03148
YMR097C	OG6_101533	Q03151
YMR098C	OG6_166282	Q03153
YMR099C	OG6_102231	Q03161
YMR100W	OG6_137830	Q03162
YMR101C	OG6_100493	Q03175
YMR102C	OG6_102303	Q03177
YMR104C	OG6_100157	P18961
YMR105C	OG6_100937	P37012
YMR105W-A	OG6_500050	Q8TGS8
YMR106C	OG6_102536	Q04437
YMR107W	OG6_500077	Q04438
YMR108W	OG6_100369	P07342
YMR109W	OG6_100187	Q04439
YMR110C	OG6_100557	Q04458
YMR111C	OG6_500200	Q04461
YMR112C	OG6_500086	Q99278
YMR113W	OG6_100496	Q12676
YMR114C	OG6_102318	Q04471
YMR115W	OG6_222606	Q04472
YMR116C	OG6_101640	P38011
YMR117C	OG6_116989	Q04477
YMR118C	OG6_103173	Q04487
YMR119W	OG6_170858	P54074
YMR120C	OG6_101217	P38009
YMR121C	OG6_100733	P54780
YMR122W-A	OG6_500433	Q3E842
YMR123W	OG6_112058	Q03880
YMR124W	OG6_222610	P39523
YMR125W	OG6_103433	P34160
YMR126C	OG6_115946	Q04216
YMR127C	OG6_143738	P40963
YMR128W	OG6_102322	Q04217
YMR129W	OG6_113586	P39685
YMR130W	OG6_102573	Q04223
YMR131C	OG6_102504	Q04225
YMR132C	OG6_102835	P40206
YMR133W	OG6_500205	P32841
YMR134W	OG6_500774	P40207
YMR135C	OG6_102654	P40208
YMR136W	OG6_500657	P40209
YMR137C	OG6_102812	P30620
YMR138W	OG6_174264	P39110
YMR139W	OG6_100482	P38615
YMR140W	OG6_115574	P40210
YMR142C	OG6_100961	P40212
YMR143W	OG6_100841	P0CX51
YMR144W	OG6_500102	P40214
YMR145C	OG6_100512	P40215
YMR146C	OG6_101932	P40217
YMR147W	OG6_500750	P40218
YMR148W	OG6_499923	P40219
YMR149W	OG6_103527	Q02795
YMR150C	OG6_100609	P28627
YMR152W	OG6_100491	P28625
YMR153W	OG6_209971	Q03790
YMR154C	OG6_103851	Q03792
YMR155W	OG6_103711	Q03795
YMR156C	OG6_102580	Q03796
YMR157C	OG6_500374	Q03798
YMR158C-A	OG6_499982	Q3E843
YMR158W	OG6_100322	Q03799
YMR159C	OG6_500333	Q03818
YMR160W	OG6_500640	Q03823
YMR161W	OG6_101281	P48353
YMR162C	OG6_102565	Q12674
YMR163C	OG6_500677	Q03824
YMR164C	OG6_500016	Q03825
YMR165C	OG6_100990	P32567
YMR166C	OG6_112766	Q03829
YMR167W	OG6_101011	P38920
YMR168C	OG6_500402	P40969
YMR169C	OG6_100163	P54114
YMR170C	OG6_100163	P47771
YMR171C	OG6_157468	Q03212
YMR172W	OG6_500456	Q03213
YMR173W	OG6_500067	P18899
YMR174C	OG6_500296	P01094
YMR175W	OG6_500672	P50263
YMR175W-A	OG6_500135	Q3E766
YMR176W	OG6_130274	Q03214
YMR177W	OG6_103293	Q03218
YMR178W	OG6_102775	Q03219
YMR179W	OG6_500035	P35209
YMR180C	OG6_111222	Q03220
YMR181C	OG6_222613	Q03231
YMR182C	OG6_500633	Q00453
YMR182W-A	OG6_500933	Q8TGS7
YMR183C	OG6_100497	P39926
YMR184W	OG6_500347	Q03233
YMR185W	OG6_137843	Q12751
YMR186W	OG6_100204	P15108
YMR187C	OG6_500905	Q03236
YMR188C	OG6_100208	Q03246
YMR189W	OG6_101195	P49095
YMR190C	OG6_100352	P35187
YMR191W	OG6_500399	P42933
YMR192W	OG6_101755	Q04322
YMR193W	OG6_103501	P36525
YMR194C-B	OG6_106641	Q3E7A9
YMR194W	OG6_101322	P05745
YMR195W	OG6_222614	Q04329
YMR196W	OG6_110013	Q04336
YMR197C	OG6_101479	Q04338
YMR198W	OG6_205459	Q01649
YMR199W	OG6_222615	P20437
YMR200W	OG6_123860	Q03691
YMR201C	OG6_104388	P28519
YMR202W	OG6_106167	P32352
YMR203W	OG6_101593	P23644
YMR204C	OG6_500342	Q03694
YMR205C	OG6_100319	P16862
YMR206W	OG6_500212	Q03695
YMR207C	OG6_101052	P32874
YMR208W	OG6_101972	P07277
YMR209C	OG6_500589	Q03648
YMR210W	OG6_100540	Q03649
YMR211W	OG6_103867	Q03652
YMR212C	OG6_126435	Q03653
YMR213W	OG6_102607	Q03654
YMR214W	OG6_105220	P25303
YMR215W	OG6_142972	Q03655
YMR216C	OG6_100556	Q03656
YMR217W	OG6_100862	P38625
YMR218C	OG6_104539	Q03660
YMR219W	OG6_500150	Q03661
YMR220W	OG6_106644	P24521
YMR221C	OG6_102962	Q04991
YMR222C	OG6_102370	Q05015
YMR223W	OG6_102914	P50102
YMR224C	OG6_101854	P32829
YMR225C	OG6_127201	P19956
YMR226C	OG6_100320	Q05016
YMR227C	OG6_102177	Q05021
YMR228W	OG6_122928	P14908
YMR229C	OG6_100538	Q05022
YMR230W	OG6_101133	P46784
YMR230W-A	OG6_500534	Q3E7B5
YMR231W	OG6_102537	P12868
YMR232W	OG6_500636	Q05670
YMR233W	OG6_104393	Q05024
YMR234W	OG6_101549	Q04740
YMR238W	OG6_109780	Q05031
YMR235C	OG6_103239	P11745
YMR236W	OG6_101921	Q05027
YMR237W	OG6_110308	Q05029
YMR239C	OG6_101368	Q02555
YMR240C	OG6_102282	Q02554
YMR241W	OG6_108609	Q04013
YMR242C	OG6_101208	P0CX23
YMR242W-A	OG6_499858	Q8TGS6
YMR243C	OG6_102585	P20107
YMR244C-A	OG6_104473	Q3E846
YMR244W	OG6_143644	Q04018
YMR246W	OG6_100746	P47912
YMR247C	OG6_105606	Q04781
YMR247W-A	OG6_500031	Q3E782
YMR250W	OG6_104611	Q04792
YMR251W	OG6_103352	Q04806
YMR251W-A	OG6_500420	Q05827
YMR252C	OG6_500317	Q04814
YMR253C	OG6_101191	Q04835
YMR255W	OG6_499960	Q04839
YMR256C	OG6_119538	P10174
YMR257C	OG6_499890	P08468
YMR258C	OG6_500236	Q04847
YMR259C	OG6_102243	Q03496
YMR260C	OG6_100738	P38912
YMR261C	OG6_118050	P38426
YMR262W	OG6_105671	P38430
YMR263W	OG6_152964	P38429
YMR264W	OG6_115049	P38428
YMR265C	OG6_121223	Q03508
YMR266W	OG6_100323	Q03516
YMR267W	OG6_100346	P28239
YMR268C	OG6_103012	P49960
YMR269W	OG6_163359	Q03525
YMR270C	OG6_500366	P53437
YMR271C	OG6_100519	P30402
YMR272C	OG6_103477	Q03529
YMR272W-B	OG6_500901	Q8TGS5
YMR273C	OG6_500134	P50111
YMR274C	OG6_103186	Q03530
YMR275C	OG6_160270	P48524
YMR276W	OG6_100933	P48510
YMR277W	OG6_102037	Q03254
YMR278W	OG6_100912	Q03262
YMR279C	OG6_205300	Q03263
YMR280C	OG6_500355	P39113
YMR281W	OG6_101964	P23797
YMR282C	OG6_500683	P22136
YMR283C	OG6_108225	P23796
YMR284W	OG6_102426	P32807
YMR285C	OG6_118085	Q03264
YMR286W	OG6_105720	P20084
YMR287C	OG6_106276	P39112
YMR288W	OG6_101702	P49955
YMR289W	OG6_116771	Q03266
YMR290C	OG6_102072	Q03532
YMR291W	OG6_500445	Q03533
YMR292W	OG6_101505	Q03554
YMR293C	OG6_101205	Q03557
YMR294W	OG6_103885	P36224
YMR295C	OG6_129958	Q03559
YMR296C	OG6_102559	P25045
YMR297W	OG6_100109	P00729
YMR298W	OG6_500227	Q03579
YMR299C	OG6_500302	Q04949
YMR300C	OG6_101156	P04046
YMR301C	OG6_101840	P40416
YMR302C	OG6_111913	P32843
YMR303C	OG6_100245	P00331
YMR304W	OG6_101317	P50101
YMR305C	OG6_133467	Q04951
YMR306W	OG6_101172	Q04952
YMR307W	OG6_107446	P22146
YMR308C	OG6_101397	P32337
YMR309C	OG6_101999	P32497
YMR310C	OG6_102561	Q04867
YMR311C	OG6_112910	P41818
YMR312W	OG6_500014	Q04868
YMR313C	OG6_500184	P40308
YMR314W	OG6_102143	P40302
YMR315W	OG6_106694	Q04869
YMR315W-A	OG6_500802	Q8TGS4
YMR316C-A	OG6_500675	I2HB70
YMR316W	OG6_162026	P54005
YMR317W	OG6_499977	Q04893
YMR318C	OG6_100245	Q04894
YMR319C	OG6_143788	P40988
YMR321C	OG6_102920	Q04898
YMR322C	OG6_105123	Q04902
YMR323W	OG6_100260	P42222
YMR325W	OG6_109825	P0CE85
YNL001W	OG6_101450	P33309
YNL002C	OG6_499906	P40693
YNL003C	OG6_102662	P38921
YNL004W	OG6_103495	P38922
YNL005C	OG6_101181	P12687
YNL006W	OG6_102432	P41318
YNL007C	OG6_100302	P25294
YNL008C	OG6_170858	P53983
YNL009W	OG6_100639	P53982
YNL010W	OG6_110112	P53981
YNL011C	OG6_111150	P53980
YNL012W	OG6_500805	P53541
YNL014W	OG6_105271	P53978
YNL015W	OG6_110554	P0CT04
YNL016W	OG6_103013	P32588
YNL018C	OG6_222616	P53976
YNL019C	OG6_222617	P53975
YNL020C	OG6_101386	P53974
YNL021W	OG6_100220	P53973
YNL022C	OG6_102591	P53972
YNL023C	OG6_103027	P53971
YNL024C	OG6_102111	P53970
YNL024C-A	OG6_102262	Q8TGJ3
YNL025C	OG6_103590	P47821
YNL026W	OG6_102372	P53969
YNL027W	OG6_114247	P53968
YNL029C	OG6_127232	P53966
YNL030W	OG6_100120	P02309
YNL031C	OG6_100119	P61830
YNL032W	OG6_105102	P53965
YNL033W	OG6_222617	P53964
YNL034W	OG6_222616	P53963
YNL035C	OG6_103591	P53962
YNL036W	OG6_100995	P53615
YNL037C	OG6_101342	P28834
YNL038W	OG6_105076	P53961
YNL039W	OG6_105326	P46678
YNL040W	OG6_104566	P53960
YNL041C	OG6_102906	P53959
YNL042W	OG6_500157	P53958
YNL042W-B	OG6_500957	Q3E7Z2
YNL044W	OG6_102188	P53633
YNL045W	OG6_101703	Q10740
YNL046W	OG6_500272	P53956
YNL047C	OG6_110583	P53955
YNL048W	OG6_101910	P53954
YNL049C	OG6_101023	P53953
YNL050C	OG6_500430	P53952
YNL051W	OG6_142601	P53951
YNL052W	OG6_103849	P00424
YNL053W	OG6_115683	P38590
YNL054W	OG6_500002	P53950
YNL054W-A	OG6_100069	Q12470
YNL054W-B	OG6_100069	Q99337
YNL055C	OG6_101484	P04840
YNL056W	OG6_201441	P53949
YNL058C	OG6_222593	P53947
YNL059C	OG6_104278	P53946
YNL061W	OG6_100487	P40991
YNL062C	OG6_102534	P41814
YNL063W	OG6_101620	P53944
YNL064C	OG6_100614	P25491
YNL065W	OG6_104355	P53943
YNL066W	OG6_130006	P53616
YNL067W	OG6_100791	P51401
YNL067W-B	OG6_500851	P0C5Q8
YNL067W-B	OG6_500851	Q3E767
YNL068C	OG6_104629	P41813
YNL069C	OG6_100793	P26785
YNL070W	OG6_105640	P53507
YNL071W	OG6_101258	P12695
YNL072W	OG6_100555	P53942
YNL073W	OG6_500719	P32048
YNL074C	OG6_500123	P32047
YNL075W	OG6_102223	P53941
YNL076W	OG6_500906	P34072
YNL077W	OG6_500109	P53940
YNL078W	OG6_500276	P53939
YNL079C	OG6_110870	P17536
YNL080C	OG6_500897	P53938
YNL081C	OG6_100333	P53937
YNL082W	OG6_101943	P14242
YNL083W	OG6_166276	D6W196
YNL084C	OG6_123057	P39013
YNL085W	OG6_109072	P40850
YNL086W	OG6_106624	P48232
YNL087W	OG6_100476	P48231
YNL088W	OG6_100284	P06786
YNL090W	OG6_119796	P06781
YNL091W	OG6_500331	P53935
YNL092W	OG6_102486	P53934
YNL093W	OG6_109689	P36019
YNL094W	OG6_122937	P53933
YNL095C	OG6_122958	P53932
YNL096C	OG6_101127	P48164
YNL097C	OG6_107420	P50947
YNL097C-B	OG6_500724	P0C271
YNL098C	OG6_100217	P01120
YNL099C	OG6_109980	P50946
YNL100W	OG6_500486	P50945
YNL101W	OG6_100466	P50944
YNL102W	OG6_102343	P13382
YNL103W	OG6_500671	P32389
YNL104C	OG6_110817	P06208
YNL106C	OG6_101787	P50942
YNL107W	OG6_102192	P53930
YNL108C	OG6_102745	P53929
YNL110C	OG6_102759	P53927
YNL111C	OG6_100589	P40312
YNL112W	OG6_100364	P24783
YNL113W	OG6_102491	P28000
YNL115C	OG6_127009	P53925
YNL116W	OG6_111255	P53924
YNL117W	OG6_104513	P30952
YNL118C	OG6_102623	P53550
YNL119W	OG6_103550	P53923
YNL121C	OG6_104251	P07213
YNL122C	OG6_104476	P53921
YNL123W	OG6_107381	P53920
YNL124W	OG6_104062	P53919
YNL125C	OG6_100246	P53918
YNL126W	OG6_101925	P53540
YNL127W	OG6_103643	P53917
YNL128W	OG6_100936	P53916
YNL129W	OG6_103047	P53915
YNL130C	OG6_100740	P17898
YNL130C-A	OG6_500504	Q3E808
YNL131W	OG6_111918	P49334
YNL132W	OG6_101162	P53914
YNL133C	OG6_499988	P53913
YNL134C	OG6_115538	P53912
YNL135C	OG6_100299	P20081
YNL136W	OG6_105343	P53911
YNL137C	OG6_112859	P27929
YNL138W	OG6_101374	P17555
YNL138W-A	OG6_103168	P0C074
YNL139C	OG6_102850	P53552
YNL140C	OG6_500638	P53910
YNL141W	OG6_103627	P53909
YNL142W	OG6_100186	P41948
YNL143C	OG6_500558	P53908
YNL144C	OG6_500163	P53907
YNL145W	OG6_222567	P34166
YNL146C-A	OG6_500121	Q3E7Z1
YNL146W	OG6_500303	P53906
YNL147W	OG6_102418	P53905
YNL148C	OG6_102852	P53904
YNL149C	OG6_143864	P53903
YNL151C	OG6_500829	P17890
YNL152W	OG6_198998	P53901
YNL153C	OG6_102908	P53900
YNL154C	OG6_101750	P23292
YNL155W	OG6_105888	P53899
YNL156C	OG6_105282	P53898
YNL157W	OG6_108957	P53897
YNL158W	OG6_500920	P53896
YNL159C	OG6_500782	P53895
YNL160W	OG6_222591	P38616
YNL161W	OG6_100850	P53894
YNL162W	OG6_100788	P0CX27
YNL162W-A	OG6_500432	Q3E7A8
YNL163C	OG6_102502	P53893
YNL164C	OG6_500226	P53892
YNL165W	OG6_162026	P53891
YNL166C	OG6_500676	P53890
YNL167C	OG6_500837	Q02100
YNL168C	OG6_100403	P53889
YNL169C	OG6_102081	P39006
YNL172W	OG6_102115	P53886
YNL173C	OG6_111598	P53885
YNL175C	OG6_113929	P53883
YNL176C	OG6_500826	P53882
YNL177C	OG6_101227	P53881
YNL178W	OG6_100514	P05750
YNL180C	OG6_155548	P53879
YNL181W	OG6_136665	P53878
YNL182C	OG6_103008	P53877
YNL183C	OG6_113602	P22211
YNL184C	OG6_500599	P53876
YNL185C	OG6_100842	P53875
YNL186W	OG6_500427	P53874
YNL187W	OG6_102801	P53873
YNL188W	OG6_499901	P11927
YNL189W	OG6_100442	Q02821
YNL190W	OG6_121753	P53872
YNL191W	OG6_106702	P53871
YNL192W	OG6_103535	P08004
YNL193W	OG6_499958	P53870
YNL194C	OG6_133379	P40169
YNL195C	OG6_500521	P40168
YNL196C	OG6_500463	P40167
YNL197C	OG6_158797	P34761
YNL199C	OG6_500703	Q01722
YNL200C	OG6_102975	P40165
YNL201C	OG6_101106	P40164
YNL202W	OG6_101971	P32573
YNL204C	OG6_500791	P32572
YNL206C	OG6_121407	P40161
YNL207W	OG6_101547	P40160
YNL208W	OG6_500218	P40159
YNL209W	OG6_100083	P40150
YNL210W	OG6_122515	P16523
YNL211C	OG6_500148	P53869
YNL212W	OG6_105801	P40157
YNL213C	OG6_108634	P40156
YNL214W	OG6_500769	P40155
YNL215W	OG6_500499	P40154
YNL216W	OG6_499994	P11938
YNL217W	OG6_104510	P40152
YNL218W	OG6_102902	P40151
YNL219C	OG6_103457	P53868
YNL220W	OG6_100659	P80210
YNL221C	OG6_103108	P41812
YNL222W	OG6_103165	P53538
YNL223W	OG6_100501	P53867
YNL224C	OG6_110895	P53866
YNL225C	OG6_500393	P53865
YNL227C	OG6_102227	P53863
YNL229C	OG6_100130	P23202
YNL233W	OG6_500653	P53858
YNL230C	OG6_136807	P53861
YNL231C	OG6_102382	P53860
YNL232W	OG6_101821	P53859
YNL234W	OG6_101873	P53857
YNL236W	OG6_500770	P32259
YNL237W	OG6_118298	P53584
YNL238W	OG6_100362	P13134
YNL239W	OG6_105635	Q01532
YNL240C	OG6_101268	P23503
YNL241C	OG6_100726	P11412
YNL242W	OG6_102791	P53855
YNL243W	OG6_102577	P33338
YNL244C	OG6_100635	P32911
YNL245C	OG6_103842	P53854
YNL246W	OG6_132519	P53853
YNL247W	OG6_100332	P53852
YNL248C	OG6_103939	Q01080
YNL249C	OG6_500762	P53583
YNL250W	OG6_101667	P12753
YNL251C	OG6_129981	P53617
YNL252C	OG6_103062	P36528
YNL253W	OG6_103233	P53851
YNL254C	OG6_500946	P53850
YNL255C	OG6_101988	P53849
YNL256W	OG6_103256	P53848
YNL257C	OG6_114861	P38717
YNL258C	OG6_499964	P53847
YNL259C	OG6_103475	P38636
YNL260C	OG6_104693	P53846
YNL261W	OG6_103513	P50874
YNL262W	OG6_101586	P21951
YNL263C	OG6_101876	P53845
YNL264C	OG6_102382	P53844
YNL265C	OG6_102849	P53843
YNL267W	OG6_101543	P39104
YNL268W	OG6_103579	P32487
YNL269W	OG6_500246	P53841
YNL270C	OG6_103579	P38971
YNL271C	OG6_101727	P41832
YNL272C	OG6_127196	P17065
YNL273W	OG6_102693	P53840
YNL274C	OG6_100397	P53839
YNL275W	OG6_100185	P53838
YNL277W	OG6_103275	P08465
YNL277W-A	OG6_499987	Q3E7Z0
YNL278W	OG6_222611	P53836
YNL279W	OG6_117010	P53835
YNL280C	OG6_102075	P32462
YNL281W	OG6_114697	P53834
YNL282W	OG6_500084	P53833
YNL283C	OG6_500479	P53832
YNL284C	OG6_100988	P36520
YNL284C-A	OG6_100069	Q12391
YNL284C-B	OG6_100069	Q12112
YNL286W	OG6_102631	P53830
YNL287W	OG6_101348	P32074
YNL288W	OG6_102178	P53829
YNL289W	OG6_112495	P24867
YNL290W	OG6_100321	P38629
YNL291C	OG6_112436	P41821
YNL292W	OG6_100327	P48567
YNL293W	OG6_100958	P48566
YNL294C	OG6_143830	P48565
YNL295W	OG6_500944	P48564
YNL297C	OG6_102916	P48563
YNL298W	OG6_100484	P48562
YNL299W	OG6_101092	P48561
YNL300W	OG6_500792	P48560
YNL301C	OG6_100803	P0CX50
YNL302C	OG6_100904	P07281
YNL304W	OG6_500216	P48559
YNL305C	OG6_100360	P48558
