Accession	Gene Names	Entry	Protein names	Mass
OG6r21_104036	C110250CA	Q5AP68	Uncharacterized protein	31240
OG6_500269	C110260CA	Q5AP67	DNA-directed RNA polymerase I subunit	27826
OG6_110260	C110270CA	Q5AP66	Phosphatidylinositol transfer protein SFH5 (PITP SFH5)	36660
OG6_103869	C110280CA	Q5AP65	Protein FMP52, mitochondrial	24275
OG6_100516	C110290WA	O74254	Glucoamylase 1 (EC 3.2.1.3) (1,4-alpha-D-glucan glucohydrolase) (Glucan 1,4-alpha-glucosidase)	105717
OG6_105463	C110300WA	Q5APQ8	Putative alpha-1,3-mannosyltransferase MNN12 (EC 2.4.1.-)	97529
OG6_101540	C110310WA	A0A1D8PET9	Methyltransferase type 11 domain-containing protein	39457
OG6_101964	C110320WA	A0A1D8PEU2	N-acetylglucosaminylphosphatidylinositol deacetylase (EC 3.5.1.89)	41280
OG6_103780	C110330CA	Q5AP59	Actin-like protein ARP6	50916
OG6_112284	C110340WA	Q5AP58	Major facilitator superfamily (MFS) profile domain-containing protein	56577
OG6_104109	C110350CA	A0A1D8PEU9	Uncharacterized protein	78958
OG6_118311	C110360CA	A0A1D8PEV1	Protein YTP1-like C-terminal domain-containing protein	68958
OG6_100850	C110380CA	Q5AP53	Serine/threonine-protein kinase CBK1 (EC 2.7.11.1) (Cell wall biosynthesis kinase 1)	84500
OG6_100788	C110390CA	A0A1D8PEV4	Large ribosomal subunit protein eL42 (60S ribosomal protein L44)	12226
OG6r21_105354	C110400CA	Q5AP52	Filamentous growth regulator 41 (GPI-anchored protein 35)	26401
OG6_151304	C110410WA	A0A1D8PEY7	BED-type domain-containing protein	35710
OG6_133449	C110420CA	Q59NC8	LDB19 N-terminal domain-containing protein	70264
OG6_100381	C110430WA	A0A1D8PEV2	Alkaline phosphatase (EC 3.1.3.1)	55020
OG6_101578	C110440WA	A0A1D8PEU5	Fibronectin type-III domain-containing protein	94166
OG6_102336	C110450WA	Q59NC4	Gly1p	41778
OG6_104486	C110460WA	A0A1D8PEV8	Glycerophosphocholine acyltransferase 1	47676
OG6_104516	C110470WA	A0A1D8PEV9	Mitochondrial 37S ribosomal protein MRPS5	37696
OG6_102152	C110480WA	A0A1D8PEX2	Djp1p	57555
OG6_101703	C110490WA	Q59NB8	Leucine aminopeptidase 2 (EC 3.4.11.-) (Epoxide hydrolase) (EC 3.3.2.10) (Leukotriene A-4 hydrolase homolog) (LTA-4 hydrolase)	71463
OG6_112856	C110500WA	A0A1D8PEW7	DOPA-dioxygenase	19904
OG6r21_139975	C110510WA	A0A1D8PEZ6	Uncharacterized protein	20443
OG6_101852	C110520WA	A0A1D8PEW3	F-box domain-containing protein	70599
OG6_104542	C110530WA	Q59NB3	Snl1p	23489
OG6r21_106202	C110540CA	A0A1D8PEW0	Uncharacterized protein	58914
OG6_100516	C110550CA	A0A1D8PEW1	Gca2p	105678
OG6_115059	C110560CA	A0A1D8PEX1	F-box domain-containing protein	72549
OG6_101852	C110570CA	A0A1D8PEW9	F-box domain-containing protein	69277
OG6r21_139976	C110580CA	Q59LX2	Uncharacterized protein	12432
OG6_166214	C110610WA	Q59LX0	Fcy23p	65912
OG6_100327	C110620WA	O43101	H/ACA ribonucleoprotein complex subunit CBF5 (EC 5.4.99.-) (Centromere-binding factor 5) (H/ACA snoRNP protein CBF5) (Small nucleolar RNP protein CBF5)	54322
OG6r21_103124	C110630CA	A0A1D8PF12	Cohesin loading factor	105807
OG6r21_112712	C110640CA	A0A1D8PEX7	Pea2p	71355
OG6_105226	C110650WA	A0A1D8PEX6	DNA-(Apurinic or apyrimidinic site) lyase	51980
OG6_100597	C110660WA	O43133	TATA-box-binding protein (TATA sequence-binding protein) (TBP) (TATA-binding factor) (TATA-box factor) (Transcription initiation factor TFIID TBP subunit)	26601
OG6_101773	C110670CA	A0A1D8PEX3	DNA-directed RNA polymerase subunit (EC 2.7.7.6)	186326
OG6_100476	C110680CA	A0A1D8PEY6	Tricalbin	135921
OG6_101420	C110690WA	Q59WE9	AB hydrolase-1 domain-containing protein	36605
OG6_100517	C110700CA	Q59WF0	Hydrolase	32955
OG6_123029	C110710CA	Q59WF2	Major facilitator superfamily (MFS) profile domain-containing protein	56655
OG6_116848	C110720CA	Q59WF4	Alpha-1,2-mannosyltransferase MNN2 (EC 2.4.1.-)	69165
OG6_102046	C110730WA	A0A1D8PF26	Selenoprotein O	71685
OG6_126865	C110740CA	A0A1D8PEZ0	Asr1p	37241
OG6_102348	C110750CA	A0A1D8PEY4	H(+)-transporting V0 sector ATPase subunit e	14672
OG6_102944	C110760WA	Q59WF8	Ubiquitin-binding ESCRT-I subunit protein	54515
OG6_103301	C110770WA	A0A1D8PEY1	Protein transport protein SFT2	24417
OG6_100377	C110780CA	Q59WG0	Adenosine 5'-monophosphoramidase HNT1 (EC 3.-.-.-) (Histidine triad nucleotide-binding protein HNT1) (HINT)	16986
OG6_100525	C110790WA	Q59WG3	AAA family ATPase	90991
OG6_103579	C110800CA	Q59WG4	Alp1p	61357
OG6_101367	C110810WA	Q59WG5	Probable pathogenesis-related protein CaO19.2336	22667
OG6_102047	C110820CA	Q59WG6	aspartyl aminopeptidase (EC 3.4.11.21)	55108
OG6_121415	C110830WA	Q59WG7	Protein BIG1	38099
OG6_108388	C110840CA	A0A1D8PEZ9	FAD dependent oxidoreductase domain-containing protein	54911
OG6_105209	C110850WA	A0A1D8PEY8	Extracellular mutant protein 11 C-terminal domain-containing protein	29599
OG6_100940	C110860CA	Q59WH0	Transcriptional adapter 2	51110
OG6_100832	C110870WA	A0A1D8PEY9	Small ribosomal subunit protein eS17 (40S ribosomal protein S17B)	15739
OG6_102475	C110880WA	A0A1D8PF14	SnoRNA-binding rRNA-processing protein	50182
OG6_129700	C110890CA	A0A1D8PEZ3	Uncharacterized protein	31257
OG6_499845	C110910CA	Q59WH5	Rad60/SUMO-like domain-containing protein	55553
OG6_105212	C110920WA	A0A1D8PF03	Transcription factor TFIIIC subunit	58298
OG6_100543	C110930CA	Q59WH7	Adenylyltransferase and sulfurtransferase UBA4 (Ubiquitin-like protein activator 4) [Includes: Adenylyltransferase UBA4 (EC 2.7.7.-); Sulfurtransferase UBA4 (EC 2.8.1.-)]	48867
OG6_102210	C110940CA	A0A1D8PF48	Erp5p	25151
OG6_101068	C110950CA	Q59WI0	Serine/threonine-protein kinase RIO1 (EC 2.7.11.1)	57227
OG6_118284	C110960WA	A0A1D8PEZ7	Inositol phosphorylceramide synthase regulatory subunit KEI1	26025
OG6_103088	C110970WA	A0A1D8PEZ5	NUC153 domain-containing protein	77455
OG6r21_115517	C110980WA	Q59WI4	Uncharacterized protein	19774
OG6_126505	C110990CA	A0A1D8PF20	Rtg3p	57300
OG6_130010	C111000CA	Q59WI7	rRNA-processing protein CGR1	16280
OG6_114274	C111010CA	A0A1D8PF18	Peroxin/Ferlin domain-containing protein	46594
OG6_114877	C111020WA	Q59WI9	ferric-chelate reductase (NADPH) (EC 1.16.1.9)	77912
OG6_101259	C111030WA	A0A1D8PF11	Large ribosomal subunit protein eL8A (60S ribosomal protein L8-A)	28258
OG6_101591	C111040WA	A0A1D8PF57	Large ribosomal subunit protein eL29 (60S ribosomal protein L29)	7112
OG6_500859	C111050WA	A0A1D8PF15	Regulator of rDNA transcription protein 5	33746
OG6_100234	C111060CA	A0A1D8PF08	Large ribosomal subunit protein uL2 (60S ribosomal protein L2)	27311
OG6_111633	C111070WA	A0A1D8PF16	Pet127p	82819
OG6_116779	C111080WA	Q59WJ3	6-phosphofructo-2-kinase	41632
OG6_102397	C111090CA	Q59WJ4	Polyadenylation factor subunit 2	60961
OG6_102069	C111100WA	Q59WJ5	Acireductone dioxygenase (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD') (Fe-ARD) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring)) (ARD) (Ni-ARD) (EC 1.13.11.53)	21008
OG6_102034	C111110CA	A0A1D8PF30	Tubulin-binding prefolding complex subunit	14317
OG6_112318	C111120CA	Q59WJ7	Protein GVP36	38439
OG6_102388	C111130WA	Q59WJ8	Pre-mRNA-splicing factor 38	27718
OG6_106468	C111140WA	A0A1D8PF61	Mannosylinositol phosphorylceramide synthase regulatory subunit	55244
OG6_102356	C111150WA	Q59WK1	26S proteasome regulatory subunit	26373
OG6_102802	C111160CA	Q59WK2	Ubiquitin-related modifier 1	11171
OG6_103031	C111170WA	A0A1D8PF22	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1 (Oligosaccharyl transferase subunit WBP1)	50154
OG6_103510	C111190WA	A0A1D8PF23	Arf family GTPase	29173
OG6r21_126909	C111200WA	A0A1D8PF42	Uncharacterized protein	264576
OG6_153158	C111210CA	A0A1D8PF19	Hap43p	69054
OG6_102279	C111220CA	Q59W44	Mitochondrial import inner membrane translocase subunit TIM50	54241
OG6r21_101818	C111230WA	A0A1D8PF33	Fgr39p	22016
OG6_106277	C111240CA	A0A1D8PF32	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8) (Phosphatidylserine synthase)	30747
OG6_100898	C111250WA	Q59W48	Microtubule-binding protein	32419
OG6r21_167618	C111260CA	A0A1D8PF29	Uncharacterized protein	4449
OG6_137540	C111270WA	A0A1D8PF41	Uncharacterized protein	20743
OG6_106961	C111280WA	Q59W50	Pre-mRNA-splicing factor CWC2	41272
OG6_100194	C111290WA	Q59W51	NADH:flavin oxidoreductase/NADH oxidase N-terminal domain-containing protein	41174
OG6_102378	C111300CA	Q59W52	Pre-mRNA-splicing ATP-dependent RNA helicase PRP28 (EC 3.6.4.13)	65641
OG6_104927	C111310CA	A0A1D8PF34	Psp1p	76364
OG6_109510	C111320CA	A0A1D8PF49	Uncharacterized protein	8400
OG6_100654	C111330CA	Q59W54	SUMO family protein	11149
OG6_117010	C111340WA	Q59W55	Plasma membrane fusion protein PRM1	70142
OG6_137859	C111350CA	A0A1D8PF67	Tos4p	55199
OG6_100852	C111360WA	A0A1D8PF45	Large ribosomal subunit protein eL37 (60S ribosomal protein L37-B)	10076
OG6r21_108057	C111370CA	A0A1D8PF46	DNA damage checkpoint protein LCD1	83567
OG6_101493	C111380WA	A0A1D8PF50	18S rRNA pseudouridine methyltransferase	29503
OG6r21_105355	C111390WA	Q59W60	Phospholipid scramblase	27962
OG6_100252	C111400CA	Q59W62	Serine/threonine-protein kinase GIN4 (EC 2.7.11.1) (Growth inhibitory protein 4)	152951
OG6r21_102520	C111410CA	A0A1D8PF40	Uncharacterized protein	12693
OG6_102159	C111420WA	Q59W63	KRR1 small subunit processome component (KRR-R motif-containing protein 1)	41988
OG6_109925	C111430WA	A0A1D8PF44	Uncharacterized protein	73478
OG6r21_119620	C111440CA	A0A1D8PF47	Chromatin-modulating protein	141440
OG6_100388	C111450CA	A0A1D8PF68	S-adenosylmethionine synthase (EC 2.5.1.6)	42246
OG6_100228	C111470CA	Q59W68	Dpp1p	29510
OG6_101246	C111480WA	A0A1D8PF54	Phosphate transporter	59444
OG6_109283	C111490CA	Q59TS3	Bta1p	85632
OG6_106484	C111500CA	Q59TS4	Chorismate mutase (EC 5.4.99.5)	30978
OG6_127203	C111510CA	A0A1D8PF96	J domain-containing protein	37298
OG6_143774	C111520CA	Q59TS6	Zcf3p	21902
OG6_105576	C111530CA	Q59TS7	Sulfonate dioxygenase	43744
OG6_101578	C111540CA	A0A1D8PF53	Cta3p	140271
OG6_102146	C111550WA	A0A1D8PF56	H/ACA ribonucleoprotein complex subunit	19450
OG6_101142	C111560CA	A0A1D8PF73	EngB-type G domain-containing protein	41528
OG6_121391	C111570WA	A0A1D8PF60	VanZ-like domain-containing protein	20162
OG6_112856	C111580WA	Q59TT2	DOPA-dioxygenase	14777
OG6_100567	C111590WA	A0A1D8PF62	Phospholipase (EC 3.1.4.4)	195971
OG6_104172	C111600WA	A0A1D8PF69	Svp26p	24963
OG6_103275	C111610CA	A0A1D8PFA3	AB hydrolase-1 domain-containing protein	56608
OG6_105238	C111620WA	Q59TT6	Uncharacterized protein	34704
OG6_514445	C111630CA	Q59TT8	Fus1p	42691
OG6_100228	C111640CA	Q59TT9	Phosphatidate phosphatase	31941
OG6_101091	C111650WA	Q59TU0	Nascent polypeptide-associated complex subunit beta (NAC-beta) (Beta-NAC)	17031
OG6_104611	C111660WA	A0A1D8PF79	Glutamate decarboxylase (EC 4.1.1.15)	63885
OG6_153084	C111670WA	A0A1D8PF63	Uncharacterized protein	30599
OG6_103168	C111680CA	A0A1D8PF89	Uncharacterized protein	8579
OG6_105861	C111690WA	Q59TU4	GATA-type domain-containing protein	52469
OG6_100989	C111700CA	Q59TU5	enoyl-[acyl-carrier-protein] reductase (EC 1.3.1.104)	38669
OG6_127524	C111710CA	A0A1D8PFB4	Cell wall mannoprotein PIR1-like C-terminal domain-containing protein	30325
OG6r21_139978	C111720WA	A0A1D8PF83	Uncharacterized protein	14068
OG6_110526	C111730WA	A0A1D8PF82	Uncharacterized protein	127830
OG6_127218	C111740WA	Q59TV1	Uncharacterized protein	46671
OG6_100466	C111750WA	A0A1D8PF84	Avt4p	71748
OG6_115066	C111760CA	A0A1D8PF88	MICOS complex subunit	24136
OG6_499907	C111770CA	A0A1D8PF76	Ketopantoate reductase C-terminal domain-containing protein	109916
OG6_100714	C111790WA	Q59TV7	dTMP kinase (EC 2.7.4.9)	25660
OG6_102766	C111800CA	Q59TV8	AP complex subunit sigma	17361
OG6_102426	C111810WA	A0A1D8PF81	DNA helicase (EC 3.6.4.12)	93378
OG6r21_102029	C111850WA	A0A1D8PFC2	Uncharacterized protein	54715
OG6_104272	C111860WA	A0A1D8PF90	K Homology domain-containing protein	133963
OG6_110122	C111870WA	Q5A3J0	Mup1p	60690
OG6_103158	C111880WA	Q5A3J1	Large ribosomal subunit protein mL43 (54S ribosomal protein L51, mitochondrial)	16072
OG6_127195	C111890WA	Q5A3J2	Carboxymuconolactone decarboxylase-like domain-containing protein	38322
OG6_104140	C111900CA	Q5A3J3	UPF3 domain-containing protein	45782
OG6_121412	C111910WA	Q5A3J4	Uncharacterized protein	48779
OG6_102826	C111920WA	Q5A3J5	Vta1p	46167
OG6_500329	C111930WA	A0A1D8PF97	PH domain-containing protein	115149
OG6_133380	C111940CA	Q5A3J9	Leucine-rich repeat-containing protein 58	65951
OG6_127195	C111950WA	Q5A3K0	Carboxymuconolactone decarboxylase-like domain-containing protein	38419
OG6_105122	C111960CA	A0A1D8PFA9	Uncharacterized protein	9263
OG6r21_119622	C111970CA	Q5A3K1	Uncharacterized protein	51137
OG6_103658	C111980WA	Q5A3K2	Mediator of RNA polymerase II transcription subunit 10 (Mediator complex subunit 10)	18701
OG6r21_109250	C111990WA	Q5A3K3	Uncharacterized protein	17037
OG6r21_109251	C112000CA	Q5A3K4	Peptidase A1 domain-containing protein	52114
OG6_100344	C112010CA	Q5A3K5	Kip4p	100966
OG6_100629	C112030WA	Q5A3K7	phosphoglycerate dehydrogenase (EC 1.1.1.95)	50359
OG6r21_126910	C112040WA	Q5A3K8	Uncharacterized protein	16306
OG6_101410	C112050WA	Q5A3L0	26S proteasome regulatory subunit RPN2	104793
OG6r21_100645	C112060CA	A0A1D8PFD5	Uncharacterized protein	26770
OG6_115274	C112070CA	A0A1D8PFB2	Uncharacterized protein	71881
OG6_101566	C112080WA	Q5A3L3	Sphinganine kinase	58632
OG6_139201	C112090CA	Q5A3L4	Uncharacterized protein	51771
OG6_100236	C112100CA	A0A1D8PFB0	ATP-binding cassette long-chain fatty acid transporter	75321
OG6_100260	C112110CA	Q5A3L6	Uncharacterized protein	14420
OG6_100394	C112120WA	Q5A3L7	Protein kinase domain-containing protein	84201
OG6_143728	C112130CA	Q5A3L9	Zcf30p	90683
OG6_107107	C112140WA	Q5A3M0	CoA-binding domain-containing protein	17930
OG6_104431	C112150CA	A0A1D8PFB7	Autophagy-related protein 101	23219
OG6_500369	C112160WA	Q5A3M2	Mso1p	19311
OG6_499847	C112170CA	Q5A3M3	Protein OCA4	49290
OG6r21_126911	C112180CA	Q5A3M4	Uncharacterized protein	44629
OG6_160270	C112190WA	Q5A3M5	Bul4p	82744
OG6_103930	C112200WA	Q5A3M6	GPI ethanolamine phosphate transferase 1 (EC 2.-.-.-)	110656
OG6_103198	C112210WA	A0A1D8PFC8	Multifunctional tryptophan biosynthesis protein (EC 4.1.1.48) (EC 4.1.3.27)	58271
OG6_100406	C112220WA	A0A1D8PFB8	Cell division control protein	54634
OG6_307818	C112230WA	A0A1D8PFD3	Snt1p	112275
OG6_104566	C112240CA	A0A1D8PFC1	Alanine--tRNA ligase	52199
OG6_100861	C112250CA	Q5A3N2	Uncharacterized protein	66283
OG6_143667	C112260WA	A0A1D8PFF4	Vph2p	24800
OG6_100493	C112270WA	A0A1D8PFD1	Alkyl transferase (EC 2.5.1.-)	36219
OG6_138994	C112280CA	Q5A3N5	Large ribosomal subunit protein mL50	27739
OG6_100562	C112290CA	A0A1D8PFE0	Rhomboid-type serine protease (EC 3.4.21.105)	74839
OG6_101913	C112310CA	A0A1D8PFE1	Csi2p	33952
OG6_116431	C112320CA	A0A1D8PFD4	F1F0 ATP synthase subunit k	7406
OG6r21_110818	C112330WA	A0A1D8PFC9	Uncharacterized protein	46960
OG6_101155	C112340CA	O94150	Small ribosomal subunit protein uS9m (37S ribosomal protein S9, mitochondrial)	38593
OG6_101226	C112350WA	Q5A3P1	Exosome catalytic subunit	113776
OG6_100984	C112360CA	Q5A3V6	3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12)	22658
OG6_499976	C112370WA	A0A1D8PFG6	Uncharacterized protein	18584
OG6_101168	C112380CA	Q5A3P4	tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase)	48083
OG6_101266	C112390CA	A0A1D8PFG4	Large ribosomal subunit protein eL27 (60S ribosomal protein L27-A)	15514
OG6r21_139981	C112400CA	A0A1D8PFF0	Enhancer of mRNA-decapping protein 1	13564
OG6_101713	C112410CA	Q5A3P6	Serine/threonine-protein kinase PKH2 (EC 2.7.11.1) (PKB-activating kinase homolog 2)	106555
OG6_114145	C112430WA	A0A1D8PFD7	Stress-activated map kinase-interacting protein 1	110989
OG6_102721	C112440WA	Q5A3Q0	RNA exonuclease 4 (EC 3.1.-.-)	32210
OG6_103500	C112450CA	A0A1D8PFE8	Ras GTPase activating protein	304867
OG6r21_126912	C112470WA	A0A1D8PFE7	Uncharacterized protein	27426
OG6r21_109252	C112480WA	A0A1D8PFE2	Ribonucleases P/MRP subunit Pop8-like domain-containing protein	16104
OG6_101285	C112490WA	A0A1D8PFH5	Type I sorting receptor	150524
OG6_114276	C112510WA	A0A1D8PFE5	Polarized growth protein RAX2	154352
OG6_102833	C112520WA	A0A1D8PFH1	Gsg1p	88438
OG6_103163	C112530CA	A0A1D8PFF7	Rhomboid-like protein 19	52965
OG6r21_105356	C112540WA	A0A1D8PFG1	Uncharacterized protein	20954
OG6_101805	C112550CA	A0A1D8PFE6	DNA replication licensing factor MCM4 (EC 3.6.4.12)	102455
OG6_100483	C112560CA	A0A1D8PFE4	Recombinase	35339
OG6_103712	C112570CA	Q59M28	Elongator complex protein 4	49213
OG6_101085	C112580WA	A0A1D8PFF6	Membrane protein TMS1	52344
OG6_104623	C112590WA	Q59M30	F1F0 ATP synthase subunit g	12632
OG6_102417	C112600CA	Q9Y7C4	ATP-dependent RNA helicase CHR1 (EC 3.6.4.13)	65427
OG6_117012	C112610WA	Q59M32	Mitochondrial 54S ribosomal protein YmL15	24641
OG6r21_104645	C112620WA	A0A1D8PFH4	Spa2p	164487
OG6_102825	C112630CA	Q59PD3	Pre-mRNA-splicing factor CWC15	25987
OG6_500894	C112640WA	Q59PD4	Uncharacterized protein	15693
OG6_101344	C112650CA	A0A1D8PFF9	E2 ubiquitin-conjugating protein	15632
OG6_103958	C112660WA	Q59PD6	Spindle assembly checkpoint component MAD1	82221
OG6_102682	C112670CA	A0A1D8PFI2	U4/U6-U5 snRNP complex subunit	105676
OG6_102504	C112680WA	A0A1D8PFH2	Ribosome biosynthesis protein	57696
OG6r21_104646	C112690CA	Q59PD9	Uncharacterized protein	25217
OG6_107448	C112700WA	A0A1D8PFI9	Uncharacterized protein	80001
OG6r21_102030	C112710CA	A0A1D8PFG3	Transcription elongation factor Eaf N-terminal domain-containing protein	52830
OG6r21_126913	C112720CA	A0A1D8PFJ0	Uncharacterized protein	19566
OG6_105748	C112730WA	Q59PE4	RVS161-like protein RVS162	39383
OG6_121400	C112740WA	A0A1D8PFI5	USP domain-containing protein	107274
OG6_102256	C112750CA	A0A1D8PFH7	Uncharacterized protein	59715
OG6_102632	C112760WA	Q59PE7	Protein BCP1	37455
OG6_102668	C112770WA	Q59PL9	Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 110 kDa subunit homolog) (eIF3 p110) (Translation initiation factor eIF3, p110 subunit homolog)	106063
OG6_100800	C112780WA	A0A1D8PFI3	Ribokinase (RK) (EC 2.7.1.15)	41777
OG6_100254	C112790CA	Q59PF0	Elongation of fatty acids protein (EC 2.3.1.-)	38656
OG6_103001	C112800WA	A0A1D8PFJ7	Micro-fibrillar-associated protein 1 C-terminal domain-containing protein	18600
OG6_101319	C112810WA	A0A1D8PFH0	2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase (EC 1.1.1.302) (2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one reductase) (2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate synthase)	33894
OG6_101049	C112820CA	A0A1D8PFJ8	DNA-directed RNA polymerases I, II, and III subunit RPABC1	25025
OG6_103667	C112830CA	A0A1D8PFH9	Uncharacterized protein	137759
OG6_105266	C112840WA	Q5AL63	Inner kinetochore subunit MHF1 (CENP-S homolog) (Constitutive centromere-associated network protein MHF1) (MHF histone-fold complex subunit 1)	13282
OG6r21_119623	C112850WA	P0CT51	Blood-induced peptide 1	9031
OG6r21_294833	C112860CA	A0A1D8PFH3	Uncharacterized protein	42015
OG6_115817	C112870CA	A0A1D8PFK0	Uncharacterized protein	25011
OG6_100067	C112880CA	Q5AL59	HTH CENPB-type domain-containing protein	60268
OG6_115817	C112900WA	A0A1D8PFH6	Uncharacterized protein	81152
OG6r21_115518	C112910WA	A0A1D8PFL4	Uncharacterized protein	6160
OG6_101326	C112920CA	A0A1D8PFI0	Protein YIP	31788
OG6_100060	C112930CA	Q5AL54	Major facilitator superfamily (MFS) profile domain-containing protein	58943
OG6r21_139983	C112940CA	A0A1D8PFI8	Uncharacterized protein	8060
OG6r21_108058	C112950WA	A0A1D8PFJ5	Uncharacterized protein	149703
OG6_101727	C112960CA	Q5AL52	Formin BNI1	196794
OG6_127196	C112970CA	Q5AL49	Rab guanine nucleotide exchange factor SEC2 (GDP-GTP exchange factor SEC2)	85334
OG6_100693	C113010WA	A0A1D8PFL0	Mitochondrial group I intron splicing factor CCM1	137979
OG6_102447	C113020CA	Q5AL47	Signal peptidase subunit 3	21780
OG6_100332	C113030CA	Q5AL46	cysteine--tRNA ligase (EC 6.1.1.16) (Cysteinyl-tRNA synthetase)	89739
OG6_100966	C113050WA	A0A1D8PFL9	Large ribosomal subunit protein eL14 (60S ribosomal protein L14)	14721
OG6_100770	C113060CA	Q5AL45	Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1)	84387
OG6_102311	C113070CA	A0A1D8PFL5	Fad3p	49962
OG6r21_101023	C113080WA	A0A1D8PFJ9	Op4p	41505
OG6r21_126914	C113100WA	A0A1D8PFK2	Uncharacterized protein	7648
OG6_105483	C113110CA	A0A1D8PFK5	chitin synthase (EC 2.4.1.16)	136208
OG6_102916	C113120CA	A0A1D8PFK4	Mon2p	187291
OG6_103579	C113130CA	Q5AL37	Amino acid permease/ SLC12A domain-containing protein	61659
OG6_121262	C113140CA	Q5AL36	Carbohydrate metabolism regulator TYE7	30525
OG6_103587	C113160WA	Q5AL34	Psa2p	50817
OG6_100652	C113170CA	A0A1D8PFM1	DNA mismatch repair protein	136856
OG6r21_103536	C113180WA	Q5AL31	Uncharacterized protein	29152
OG6_104794	C113190WA	A0A1D8PFM0	TMEM205-like domain-containing protein	18615
OG6_103246	C113200CA	Q5AL29	RNA exonuclease 3 (EC 3.1.-.-)	46561
OG6_101007	C113220CA	Q5AL27	Palmitoyltransferase AKR1 (EC 2.3.1.225) (Ankyrin repeat-containing protein AKR1)	91741
OG6r21_101819	C113240WA	A0A1D8PFL6	Uncharacterized protein	47888
OG6r21_100483	C113250WA	A0A1D8PFL2	Uncharacterized protein	34946
OG6_101705	C113260WA	A0A1D8PFM9	peptidylprolyl isomerase (EC 5.2.1.8)	16520
OG6_118130	C113270WA	Q5AL24	Nicotinamide-nucleotide adenylyltransferase	34291
OG6_102000	C113280CA	A0A1D8PFL8	H(+)-transporting V0 sector ATPase subunit c	20252
OG6_117007	C113290WA	A0A1D8PFN9	Uncharacterized protein	56476
OG6_101799	C113300CA	A0A1D8PFL7	26S proteasome regulatory subunit RPN1	109883
OG6_103505	C113310WA	A0A1D8PFN0	Ecm25p	71924
OG6_131591	C113320CA	A0A1D8PFM7	FAR1 domain-containing protein	64026
