Entry	Gene Names	Protein names	Mass
Q59T94	CAALFM_C101860WA orf19.12012	Transcription elongation factor	34006
Q59TE0	RPL17B RPL17 orf19.4490 CAALFM_C204600CA	Large ribosomal subunit protein uL22 (60S ribosomal protein L17-B)	20963
Q59TM0	OSH3 CAALFM_C403590CA orf19.8897	Oxysterol-binding protein related protein	95282
Q59TN1	TRM5 CAALFM_C403730CA CaO19.1305 CaO19.8885	tRNA (guanine(37)-N(1))-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase) (tRNA methyltransferase 5)	51860
Q59TN9	ATG20 CAALFM_C403810WA CaO19.1297 CaO19.8877	Autophagy-related protein 20	81256
Q59TS4	ARO7 CAALFM_C111500CA orf19.8763	Chorismate mutase (EC 5.4.99.5)	30978
Q59TZ8	GLK1 CAALFM_CR07150WA orf19.7686	Phosphotransferase (EC 2.7.1.-)	52108
Q59U11	GRC3 CAALFM_CR06450WA CaO19.721 CaO19.8340	Polynucleotide 5'-hydroxyl-kinase GRC3 (EC 2.7.1.-)	77356
Q59U59	APR1 CAALFM_C207400CA orf19.9447	Proteinase A	45447
Q59UE8	SMC5 CAALFM_CR03100WA orf19.9955	Structural maintenance of chromosomes protein 5	124389
Q59UG3	ATG4 CAALFM_CR03220CA CaO19.2401 CaO19.9938	Cysteine protease ATG4 (EC 3.4.22.-) (Autophagy-related protein 4)	50441
Q59UP8	MEP2 CAALFM_C400430WA orf19.13117	Ammonium transporter	51912
Q59UQ7	RCH1 CAALFM_C400360CA orf19.5663	Solute carrier RCH1 (Regulator of calcium homeostasis 1)	46095
Q59US5	MET15 CAALFM_C400200CA orf19.13090	Bifunctional cysteine synthase/O-acetylhomoserine aminocarboxypropyltransferase	47988
Q59UZ0	FRK1 CAALFM_CR02210WA orf19.11235	non-specific serine/threonine protein kinase (EC 2.7.11.1)	110117
Q59V01	PGA23 PGR23 SLP99 CAALFM_CR02280WA CaO19.11225 CaO19.3740	Predicted GPI-anchored protein 23	24390
Q59V02	PGA22 CAALFM_CR02290WA CaO19.11223 CaO19.3738	Probable GPI-anchored adhesin-like protein PGA22 (Predicted GPI-anchored protein 22)	17335
Q59V88	RFX1 CAALFM_CR06110CA CaO19.11346 CaO19.3865	Transcriptional regulator RFX1	96111
Q59V92	SIS1 CAALFM_CR06080WA orf19.11342	Type II HSP40 co-chaperone	36810
Q59V93	CAALFM_CR06070WA CaO19.11340 CaO19.3859	Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase)	38359
Q59VC6	DAD3 CAALFM_CR06160CA CaO19.11352 CaO19.3871	DASH complex subunit DAD3 (Outer kinetochore protein DAD3)	15466
Q59VL7	MNN15 CAALFM_C104900WA CaO19.753 CaO19.8373	Putative alpha-1,3-mannosyltransferase MNN15 (EC 2.4.1.-)	89653
Q59VM4	RPN4 CAALFM_C104330WA CaO19.1069	Transcriptional regulator RPN4	60153
Q59VM7	GIG1 CAALFM_C104310CA CaO19.1066 CaO19.8668	N-acetylglucosamine-induced protein 1 (GlcNAc-Induced Gene)	30127
Q59VN0	GPI18 CAALFM_C104280CA CaO19.1063 CaO19.8665	GPI mannosyltransferase 2 (EC 2.4.1.-) (GPI mannosyltransferase II) (GPI-MT-II) (Glycosylphosphatidylinositol-anchor biosynthesis protein 18)	45611
Q59VN4	HHF1 HHF22 CAALFM_C104240CA CAALFM_CR06800CA orf19.8661 orf19.9412	Histone H4	11621
Q59VP0	BST1 CAALFM_C104190CA CaO19.1053 CaO19.8655	GPI inositol-deacylase (EC 3.1.-.-)	44366
Q59VP7	ERB1 CAALFM_C104130WA CaO19.1047 CaO19.8649	Ribosome biogenesis protein ERB1 (Eukaryotic ribosome biogenesis protein 1)	97380
Q59VR3	FPR3 CAALFM_C103790CA CaO19.1030 CaO19.8632	FK506-binding protein 3 (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase) (PPIase) (Rotamase)	47668
Q59VW7	TIM21 FMP17 CAALFM_C102350WA CaO19.11175 CaO19.3691	Mitochondrial import inner membrane translocase subunit TIM21	30085
Q59VX7	CAALFM_C102240WA orf19.11165	Karyopherin beta	96537
Q59VX9	CAALFM_C102220CA CaO19.11163 CaO19.3679	NAD(P)H-hydrate epimerase (EC 5.1.99.6) (NAD(P)HX epimerase)	28680
Q59VY1	ATG5 CAALFM_C102200CA CaO19.11161 CaO19.3677	Autophagy protein 5	32199
Q59VY8	GAL1 CAALFM_C102130CA orf19.11154	Galactokinase (EC 2.7.1.6) (Galactose kinase)	57100
Q59VY9	SHA3 CAALFM_C102120CA orf19.11153	Serine/threonine protein kinase	69327
Q59W44	TIM50 CAALFM_C111220CA CaO19.680 CaO19.8297	Mitochondrial import inner membrane translocase subunit TIM50	54241
Q59W48	CAALFM_C111250WA orf19.8293	Microtubule-binding protein	32419
Q59W50	CWC2 CAALFM_C111280WA CaO19.674 CaO19.8291	Pre-mRNA-splicing factor CWC2	41272
Q59W52	PRP28 CAALFM_C111300CA CaO19.672 CaO19.8289	Pre-mRNA-splicing ATP-dependent RNA helicase PRP28 (EC 3.6.4.13)	65641
Q59W54	SMT3 CAALFM_C111330CA orf19.8287	SUMO family protein	11149
Q59WB9	ZCF23 GSM1 CAALFM_C107170CA CaO19.11930 CaO19.4450	Glucose starvation modulator protein 1 (Zinc finger domain-containing protein 23)	63609
Q59WC1	SOG2 CAALFM_C107190WA orf19.11928	Sog2p	89459
Q59WD5	STU1 CAALFM_C107360WA CaO19.11914 CaO19.4435	Protein STU1	147253
Q59WE2	SKP1 CAALFM_C107410CA orf19.11905	E3 ubiquitin ligase complex SCF subunit	19060
Q59WF2	CAALFM_C110710CA orf19.9886	Major facilitator superfamily (MFS) profile domain-containing protein	56655
Q59WG0	HNT1 orf19.2341 CAALFM_C110780CA	Adenosine 5'-monophosphoramidase HNT1 (EC 3.-.-.-) (Histidine triad nucleotide-binding protein HNT1) (HINT)	16986
Q59WH7	UBA4 CAALFM_C110930CA CaO19.2324 CaO19.9860	Adenylyltransferase and sulfurtransferase UBA4 (Ubiquitin-like protein activator 4) [Includes: Adenylyltransferase UBA4 (EC 2.7.7.-); Sulfurtransferase UBA4 (EC 2.8.1.-)]	48867
Q59WJ5	ADI1 CAALFM_C111100WA CaO19.2306 CaO19.9842	Acireductone dioxygenase (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD') (Fe-ARD) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring)) (ARD) (Ni-ARD) (EC 1.13.11.53)	21008
Q59WJ8	FGR16 CAALFM_C111130WA orf19.9839	Pre-mRNA-splicing factor 38	27718
Q59WK2	URM1 CAALFM_C111160CA CaO19.1016 CaO19.2299 CaO19.9835	Ubiquitin-related modifier 1	11171
Q59WU8	KAR5 CAALFM_C601010WA CAALFM_C601020WA CaO19.7750 orf19.103 orf19.104	Nuclear fusion protein KAR5 (Karyogamy protein 5)	56008
Q59WW3	PEX7 CAALFM_C600880WA orf19.7735	Peroxin-7	42482
Q59X26	CSM3 CAALFM_C206130WA CaO19.11586 CaO19.4105	Chromosome segregation in meiosis protein 3	35689
Q59X39	GTF1 CAALFM_C209310CA CaO19.11573 CaO19.4092	Glutamyl-tRNA(Gln) amidotransferase subunit F, mitochondrial (Glu-AdT subunit F) (EC 6.3.5.-)	18977
Q59X89	VPS21 CAALFM_CR08060CA orf19.8221	Rab family GTPase	23406
Q59X94	CCP2 CAALFM_C500810CA CaO19.584 CaO19.8216	Putative heme-binding peroxidase (EC 1.11.1.-)	32950
Q59XB0	IFF8 CAALFM_C500710WA CaO19.570 CaO19.8201	Cell wall protein IFF7 (Adhesin-like protein IFF7)	72110
Q59XM1	EXO84 CAALFM_C601280WA CaO19.135 CaO19.7779	Exocyst complex component EXO84	88593
Q59XQ1	HAL22 MET221 CAALFM_C601030WA CaO19.105 CaO19.7752	3'(2'),5'-bisphosphate nucleotidase 2 (EC 3.1.3.7) (3'(2'),5-bisphosphonucleoside 3'(2')-phosphohydrolase 2) (DPNPase 2) (Halotolerance protein HAL22)	38753
Q59XU9	GPD1 CAALFM_C210240WA orf19.9325	Glycerol-3-phosphate dehydrogenase [NAD(+)] (EC 1.1.1.8)	43808
Q59XW9	IRC22-2 CAALFM_C210010CA CaO19.1782 CaO19.9348	Increased recombination centers protein 22-2	25964
Q59XY9	OCA1 CAALFM_C210190CA CaO19.1762 CaO19.9331	Putative tyrosine-protein phosphatase OCA1 (EC 3.1.3.48)	30723
Q59Y41	MSH3 CAALFM_C208680WA CaO19.11091 CaO19.3608	DNA mismatch repair protein MSH3 (MutS protein homolog 3)	118896
Q59Y46	MFG1 CAALFM_C208730WA CaO19.11086 CaO19.3603	Morphogenetic regulator of filamentous growth protein 1	83409
Q59YD9	CFD1 CAALFM_C209670CA CaO19.1387 CaO19.8965	Cytosolic Fe-S cluster assembly factor CFD1 (Cytosolic Fe-S cluster-deficient protein 1)	32265
Q59YE8	SUP35 CAALFM_C209720WA orf19.8958	Eukaryotic peptide chain release factor GTP-binding subunit (ERF-3) (ERF2) (Polypeptide release factor 3) (Translation release factor 3)	79976
Q59YE9	IPK2 CAALFM_C209730CA orf19.8957	Kinase (EC 2.7.-.-)	39511
Q59YF4	IRC22-1 CAALFM_C209780CA CaO19.1372 CaO19.8952	Increased recombination centers protein 22-1	25962
Q59YF9	MTW1 CAALFM_C209840WA orf19.8947	MIND complex subunit	36342
Q59YK4	RIM21 CAALFM_C501950CA CaO19.10686 CaO19.3176	pH-response regulator protein palH/RIM21	60057
Q59YV0	CAALFM_C305360CA CaO19.6973 orf19.6973	Lon protease homolog 2, peroxisomal (EC 3.4.21.53)	140936
Q59YV2	DIE2 ALG10 CAALFM_C305340WA CaO19.6971	Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase (EC 2.4.1.256) (Alpha-1,2-glucosyltransferase ALG10-A) (Alpha-2-glucosyltransferase ALG10) (Asparagine-linked glycosylation protein 10) (Dolichyl-phosphoglucose-dependent glucosyltransferase ALG10)	52530
Q59Z17	DQD1 DHQ99 CAALFM_C207260CA CaO19.2283 CaO19.9823	Catabolic 3-dehydroquinase (cDHQase) (EC 4.2.1.10) (3-dehydroquinate dehydratase)	16060
Q59Z52	ARE2 CAALFM_C206940CA orf19.9788	O-acyltransferase	71333
Q59Z65	PRE2 CAALFM_C206820CA orf19.9775	Proteasome subunit beta	31279
Q59ZB1	AAH1 CAALFM_C206970WA CaO19.2251 CaO19.9791	Adenine deaminase (ADE) (EC 3.5.4.2) (Adenine aminohydrolase) (AAH)	40782
Q59ZE2	COQ5 CAALFM_C205470WA orf19.11061	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial (EC 2.1.1.201) (Ubiquinone biosynthesis methyltransferase COQ5)	34192
Q59ZE6	PEX6 CAALFM_C205440WA orf19.11057	Peroxisomal ATPase PEX6 (Peroxin-6)	130390
Q59ZH9	MAK5 CAALFM_C205090WA CaO19.11024 CaO19.3540	ATP-dependent RNA helicase MAK5 (EC 3.6.4.13)	88059
Q59ZV4	BNA7 CAALFM_C114270WA CaO19.7237	Kynurenine formamidase (KFA) (KFase) (EC 3.5.1.9) (Arylformamidase) (N-formylkynurenine formamidase) (FKF)	30609
Q59ZV5	TIF35 CAALFM_C114260CA CaO19.7236	Eukaryotic translation initiation factor 3 subunit G (eIF3g) (Eukaryotic translation initiation factor 3 RNA-binding subunit) (eIF-3 RNA-binding subunit) (Translation initiation factor eIF3 p33 subunit homolog) (eIF3 p33 homolog)	30686
Q59ZX6	UTP10 CAALFM_C114080WA CaO19.7215	U3 small nucleolar RNA-associated protein 10	204337
Q59ZY9	NCS2 CTU2 CAALFM_CR03550WA CaO19.11877 CaO19.4399	Cytoplasmic tRNA 2-thiolation protein 2	51001
Q59ZZ6	DEM1 EXO5 CAALFM_CR03490WA CaO19.11870 CaO19.4392	Exonuclease V, mitochondrial (Exo V) (EC 3.1.-.-) (Defects in morphology protein 1)	72427
Q5A017	TAL1 CAALFM_CR03720WA orf19.11849	Transaldolase (EC 2.2.1.2)	35672
Q5A029	IFF3 CAALFM_CR03630WA CaO19.11839 CaO19.4361	Cell wall protein IFF3 (Adhesin-like protein IFF3)	98731
Q5A044	MIC60 FMP13 CAALFM_CR03530WA CaO19.11874 CaO19.4396	MICOS complex subunit MIC60 (Mitofilin)	62702
Q5A061	PRP13 PRP12 PRP121 PRP122 YME2 CAALFM_CR03810WA CaO19.11829 CaO19.11857 CaO19.4351 CaO19.4379	Mitochondrial escape protein 2	99327
Q5A0H8	ECS3 CAALFM_C202730WA orf19.13255	Polyubiquitin-binding protein	40455
Q5A0L7	SHE9 CAALFM_C203050WA CaO19.13218 CaO19.5796	Sensitive to high expression protein 9 homolog, mitochondrial	60747
Q5A0L9	SMP3 CAALFM_C203070CA CaO19.13214 CaO19.5792	GPI mannosyltransferase 4 (EC 2.4.1.-) (CaSMP3) (GPI mannosyltransferase IV) (GPI-MT-IV)	57971
Q5A0M7	AMO1 CAALFM_C203120WA orf19.13206	Amine oxidase (EC 1.4.3.-)	79831
Q5A0N3	RNR1 CAALFM_C203160CA orf19.13201	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	96254
Q5A0V9	NOP1 CAALFM_C406720WA orf19.10650	rRNA 2'-O-methyltransferase fibrillarin (Histone-glutamine methyltransferase)	33167
Q5A0Y2	PUS5 CAALFM_C406950WA CaO19.10626 CaO19.3114	21S rRNA pseudouridine(2819) synthase (EC 5.4.99.43) (Pseudouridine synthase 5) (Pseudouridylate synthase PUS5) (Uracil hydrolyase PUS5)	28391
Q5A0Y8	MGT1 CAALFM_C407010CA CaO19.10620 CaO19.3108	Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63) (6-O-methylguanine-DNA methyltransferase) (MGMT) (DNA repair MTase) (O-6-methylguanine-DNA-alkyltransferase)	19492
Q5A119	VID21 EAF1 CAALFM_C407230CA CaO19.10589/10590 CaO19.3077	Chromatin modification-related protein EAF1 (ESA1-associated factor 1) (Vacuolar import and degradation protein 21)	79535
Q5A1B2	PGA42 CAALFM_C406300CA CaO19.10425 CaO19.2907	Probable cell wall protein PGA42 (Predicted GPI-anchored protein 42)	25141
Q5A1B3	PGA41 CAALFM_C406310CA CaO19.10424 CaO19.2906	Probable cell wall protein PGA41 (Predicted GPI-anchored protein 41)	30408
Q5A1C0	CAALFM_C406360CA orf19.10417	Peroxisomal trans-2-enoyl-CoA reductase (EC 1.3.1.38)	28541
Q5A1E0	IFF5 CAALFM_C406550CA CaO19.10397 CaO19.2879	Cell wall protein IFF5 (Adhesin-like protein IFF5)	136893
Q5A1E8	SDH12 CAALFM_C406610CA orf19.10389	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1)	70176
Q5A1M3	SET5 CAALFM_C500950CA CaO19.1972 CaO19.9528	Histone-lysine N-methyltransferase SET5 (EC 2.1.1.-) (SET domain-containing protein 5)	53880
Q5A1Q5	NUF2 CAALFM_C501280CA CaO19.1941 CaO19.9496	Probable kinetochore protein NUF2	56646
Q5A216	NDC80 CAALFM_CR02680WA CaO19.10345 CaO19.2827	Probable kinetochore protein NDC80	92450
Q5A218	DRE2 CAALFM_CR02650CA CaO19.10342 CaO19.2825	Fe-S cluster assembly protein DRE2 (Anamorsin homolog)	45941
Q5A246	RPC82 RPC3 CAALFM_CR02890CA CaO19.10366 CaO19.2847	DNA-directed RNA polymerase III subunit RPC3 (RNA polymerase III subunit C3)	68319
Q5A2A1	SDH1 CAALFM_C105260CA orf19.8070	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1)	70151
Q5A2B9	SPT20 CAALFM_C105430WA CaO19.422 CaO19.8052	Transcription factor SPT20	83963
Q5A2C3	KOG1 CAALFM_C105460WA orf19.8048	Ubiquitin-binding TORC1 subunit	162678
Q5A2J1	GLE1 CAALFM_C207670CA orf19.9760	mRNA export factor GLE1 (Nucleoporin GLE1)	59306
Q5A2L2	PRS5 CAALFM_C207890WA orf19.9739	ribose-phosphate diphosphokinase (EC 2.7.6.1)	48526
Q5A2T6	SIT1 CAALFM_C208050CA orf19.9725	Siderophore transporter	67413
Q5A2T7	MRS4 CAALFM_C208070CA orf19.9724	Mitochondrial thiamine pyrophosphate carrier 1	35369
Q5A2V2	RMD9 CAALFM_C306700CA CaO19.7459	RNA-binding protein RMD9, mitochondrial	70286
Q5A301	CYM1 CAALFM_C306230WA CaO19.7410	Presequence protease, mitochondrial (PreP) (EC 3.4.24.-) (Pitrilysin metalloproteinase)	117525
Q5A302	ERV25 CAALFM_C306250WA CaO19.7409	Endoplasmic reticulum vesicle protein 25	24512
Q5A309	DOT1 CAALFM_C306300WA CaO19.7402	Histone-lysine N-methyltransferase, H3 lysine-79 specific (EC 2.1.1.360) (Histone H3-K79 methyltransferase) (H3-K79-HMTase)	155678
Q5A322	PRP8 CAALFM_CR08660WA orf19.13800	U4/U6-U5 snRNP complex subunit	279882
Q5A346	TSR1 CAALFM_CR08490WA orf19.13775	Tsr1p	94471
Q5A389	RPS20 CAALFM_CR08150WA orf19.6375	Small ribosomal subunit protein uS10 (40S ribosomal protein S20)	13345
Q5A3K5	KIP4 CAALFM_C112010CA orf19.12730	Kip4p	100966
Q5A3M6	MCD4 CAALFM_C112200WA CaO19.12709 CaO19.5244	GPI ethanolamine phosphate transferase 1 (EC 2.-.-.-)	110656
Q5A3P1	CAALFM_C112350WA orf19.12694	Exosome catalytic subunit	113776
Q5A3Q0	REX4 CAALFM_C112440WA CaO19.12687 CaO19.5220	RNA exonuclease 4 (EC 3.1.-.-)	32210
Q5A416	TRM61 CAALFM_CR08940WA CaO19.7291	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61 (EC 2.1.1.220) (tRNA(m1A58)-methyltransferase subunit TRM61) (tRNA(m1A58)MTase subunit TRM61)	38001
Q5A432	GAT1 CAALFM_C405880WA CaO19.1275 CaO19.8862	Transcriptional regulatory protein GAT1	75488
Q5A455	SEC23 SEC231 CAALFM_C405690WA CaO19.1254 CaO19.8839	Protein transport protein SEC23	85684
Q5A4G9	FYV10 CAALFM_C305850WA CaO19.7365	Protein FYV10	66107
Q5A4H9	SSN8 CAALFM_C305740CA CaO19.7355	RNA polymerase II holoenzyme cyclin-like subunit	50364
Q5A4N5	RAD18 CAALFM_C601770WA Ca20C1.14c CaO19.10910 CaO19.3407	Postreplication repair E3 ubiquitin-protein ligase RAD18 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase RAD18)	42482
Q5A4P2	COQ3 CAALFM_C601840CA orf19.10903	Ubiquinone biosynthesis O-methyltransferase, mitochondrial (3,4-dihydroxy-5-hexaprenylbenzoate methyltransferase) (3-demethylubiquinol 3-O-methyltransferase) (3-demethylubiquinone-6 3-O-methyltransferase) (Hexaprenyldihydroxybenzoate methyltransferase) (Polyprenyldihydroxybenzoate methyltransferase) (DHHB methyltransferase) (DHHB-MT) (DHHB-MTase) (EC 2.1.1.114, EC 2.1.1.64)	37561
Q5A4P9	DBP9 CAALFM_C601890CA Ca20C1.02 CaO19.10896 CaO19.3393	ATP-dependent RNA helicase DBP9 (EC 3.6.4.13)	65186
Q5A4W8	BDF1 CAALFM_C500200CA CaO19.8593 CaO19.978	Bromodomain-containing factor 1	82552
Q5A4X3	ROT2 CAALFM_C500220WA orf19.8589	Glucosidase II subunit alpha	100059
Q5A4X8	PGA14 CAALFM_C500270WA CaO19.8583 CaO19.968	Hydrophilin PGA14 (Predicted GPI-anchored protein 14)	13744
Q5A4X9	CAALFM_C500280CA orf19.8582	Endonuclease (EC 3.1.30.-)	35813
Q5A507	NAM7 CAALFM_C500500WA orf19.8554	ATP-dependent RNA helicase	114640
Q5A516	PET9 CAALFM_C500590WA orf19.8545	ADP/ATP translocase (ADP,ATP carrier protein)	32755
Q5A594	CHS1 CAALFM_C702770WA orf19.12655	chitin synthase (EC 2.4.1.16)	116169
Q5A5K7	PGA28 CAALFM_C703110WA CaO19.12609 CaO19.5144	Probable GPI-anchored adhesin-like protein PGA28 (Predicted GPI-anchored protein 28)	23267
Q5A5N6	ALG14 CAALFM_C210790CA CaO19.12823 CaO19.5363	UDP-N-acetylglucosamine transferase subunit ALG14 (Asparagine-linked glycosylation protein 14)	24460
Q5A5P7	CAALFM_C210720CA orf19.12812	Probable magnesium transporter	40215
Q5A5P8	TIF11 CAALFM_C210710WA orf19.12811	Eukaryotic translation initiation factor 4C	17376
Q5A5S6	MDH1-3 CAALFM_C210480WA orf19.12783	Malate dehydrogenase (EC 1.1.1.37)	35847
Q5A5T7	MET4 CAALFM_C404000WA orf19.12772	Met4p	42201
Q5A644	LYS4 CAALFM_C404410CA CaO19.11327 CaO19.3846	Homoaconitase, mitochondrial (EC 4.2.1.36) (Homoaconitate hydratase)	74456
Q5A645	FGR3 CAALFM_C404420WA orf19.11326	Fgr3p	57111
Q5A650	SAK1 CAALFM_C404460CA orf19.11321	Serine/threonine protein kinase	155941
Q5A668	SCS7 CAALFM_C404590WA orf19.11303	Ceramide very long chain fatty acid hydroxylase (EC 1.-.-.-)	44426
Q5A678	SSZ1 CAALFM_C404700WA orf19.11293	Ssz1p	58530
Q5A6A1	RPL24A RPL24 orf19.3789 CAALFM_C404890CA	Large ribosomal subunit protein eL24 (60S ribosomal protein L24-A)	17383
Q5A6A4	KAE1 CAALFM_C404920WA CaO19.11267 CaO19.3787	tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein KAE1) (tRNA threonylcarbamoyladenosine biosynthesis protein KAE1)	41103
Q5A6K0	DIT2 CAALFM_CR04630CA orf19.8189	Cytochrome	44342
Q5A6L5	LAP3 CAALFM_CR04480CA orf19.8172	Cysteine proteinase 1, mitochondrial (EC 3.4.22.40)	58245
Q5A6M0	RBR1 PGA20 CAALFM_CR04440CA CaO19.535 CaO19.8168	Repressed By RIM101 protein 1 (Predicted GPI-anchored protein 20)	9530
Q5A6M2	RBR2 PGA21 CAALFM_CR04420CA CaO19.532 CaO19.8165	Repressed By RIM101 protein 2 (EC 3.1.1.-) (Predicted GPI-anchored protein 21)	16830
Q5A6M6	SEC26 CAALFM_CR04380CA orf19.8161	Coatomer subunit beta (Beta-coat protein)	107184
Q5A6M9	NHP2 CAALFM_CR04360CA orf19.8159	H/ACA ribonucleoprotein complex subunit 2 (Nucleolar protein family A member 2)	17166
Q5A6R1	RPL15A RPL15 RPL15B CAALFM_CR04100CA orf19.493	Large ribosomal subunit protein eL15 (60S ribosomal protein L15-A)	24329
Q5A6S2	RPT4 CAALFM_CR04000WA orf19.8112	Proteasome regulatory particle base subunit	47849
Q5A6S3	GCD1 CAALFM_CR03990CA orf19.8111	Translation initiation factor eIF2B subunit gamma (eIF2B GDP-GTP exchange factor subunit gamma)	54321
Q5A6U1	IFF9 CAALFM_CR03880WA CaO19.465 CaO19.8096	Cell wall protein IFF9 (Adhesin-like protein IFF9)	98606
Q5A744	SDS24 SDS23 CAALFM_C108370WA Ca41C10.01c CaO19.12584 CaO19.5118	Protein SDS23	67545
Q5A748	SNX3 CAALFM_C108340CA Ca41C10.03 CaO19.12580 CaO19.5114	Sorting nexin-3	18362
Q5A756	DIP2 CAALFM_C108290CA orf19.12572	SnoRNA-binding rRNA-processing protein	110172
Q5A766	CAT8 CAALFM_C108190CA orf19.12563	DNA-binding transcription factor	118901
Q5A782	FUN12 CAALFM_C108090CA orf19.12547	Eukaryotic translation initiation factor 5B (Translation initiation factor IF-2)	113062
Q5A7K0	RPS24 orf19.5466 CAALFM_C300090WA	Small ribosomal subunit protein eS24 (40S ribosomal protein S24)	15513
Q5A7M9	RHR2 CAALFM_C300320WA orf19.12892	Glycerol-1-phosphatase	28134
Q5A7P3	EST3 CAALFM_C300430WA CaO19.12878 CaO19.5423	Telomere replication protein EST3	24359
Q5A847	JHD1 CAALFM_CR00750CA CaO19.10791 CaO19.3281	JmjC domain-containing histone demethylation protein 1 (EC 1.14.11.27) ([Histone-H3]-lysine-36 demethylase 1)	55460
Q5A860	TMA19 CAALFM_CR00860CA CaO19.10778 CaO19.3268	Translationally-controlled tumor protein homolog (TCTP)	18558
Q5A861	SWF1 CAALFM_CR00870CA CaO19.10777 CaO19.3267	Palmitoyltransferase SWF1 (EC 2.3.1.225)	40906
Q5A869	SEC11 CAALFM_CR00990WA CaO19.10769 CaO19.3259	Signal peptidase complex catalytic subunit SEC11 (EC 3.4.21.89) (Signal peptidase I)	18867
Q5A876	DAL81 CAALFM_CR01030WA orf19.10762	Dal81p	98618
Q5A885	SRP54 CAALFM_CR01110WA orf19.10753	Signal recognition particle 54 kDa protein	60697
Q5A886	TAF10 CAALFM_CR01120CA orf19.10752	Transcription initiation factor TFIID subunit 10	26818
Q5A895	HSE1 CAALFM_CR01210CA CaO19.10743 CaO19.3233	Class E vacuolar protein-sorting machinery protein HSE1	56597
Q5A8A6	CPA2 CAALFM_CR01330WA orf19.10732	carbamoyl-phosphate synthase (ammonia) (EC 6.3.4.16) (Ammonium-dependent carbamoyl phosphate synthetase) (Arginine-specific carbamoyl phosphate synthetase, ammonia chain) (Glutamine-dependent carbamoyl phosphate synthetase)	127091
Q5A8I6	PGA61 CAALFM_C603860CA CaO19.13185 CaO19.5762	Probable cell wall protein PGA61 (Predicted GPI-anchored protein 61)	23182
Q5A8I8	IHD1 PGA36 CAALFM_C603850CA CaO19.13183 CaO19.5760	Induced during hyphae development protein 1 (GPI-anchored protein 36)	36945
Q5A8L5	POP2 CAALFM_C603650CA orf19.13156	CCR4-NOT core DEDD family RNase subunit	55471
Q5A8X6	LSC1 CAALFM_C101690CA orf19.10866	Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	33673
Q5A8X9	ISN1 CAALFM_C101650WA CaO19.10863 CaO19.3355	IMP-specific 5'-nucleotidase 1 (EC 3.1.3.99)	52385
Q5A8Y5	CAALFM_C101590CA orf19.10857	DNA-directed RNA polymerase subunit beta (EC 2.7.7.6)	139852
Q5A8Y7	RPB7 CAALFM_C101570CA orf19.10855	DNA-directed RNA polymerase subunit	19149
Q5A8Z4	SOD2 CAALFM_C101520CA orf19.10848	Superoxide dismutase (EC 1.15.1.1)	26173
Q5A900	RPS21 RPS2 orf19.3334 CAALFM_C101480CA	Small ribosomal subunit protein uS5 (40S ribosomal protein S2)	26873
Q5A904	CRL1 CAALFM_C101420CA orf19.10840	Rho family GTPase	39090
Q5A931	PPM2 TYW4 CAALFM_C101150CA CaO19.10813 CaO19.3303	tRNA wybutosine-synthesizing protein 4 (tRNA-yW synthesizing protein 4) (EC 2.1.1.290) (EC 2.3.1.231) (Leucine carboxyl methyltransferase 2) (tRNA(Phe) (7-(3-amino-3-(methoxycarbonyl)propyl)wyosine(37)-N)-methoxycarbonyltransferase) (tRNA(Phe) (7-(3-amino-3-carboxypropyl)wyosine(37)-O)-methyltransferase)	78835
Q5A936	CCH1 CAALFM_C101100WA orf19.10808	Cch1p	259558
Q5A940	MBF1 CAALFM_C101060WA CaO19.10804 CaO19.3294	Multiprotein-bridging factor 1	16292
Q5A995	MCI4 CAALFM_CR01740WA orf19.10102	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit MCI4	15589
Q5A9Z6	FAL1 CAALFM_C105640CA CaO19.10024 CaO19.2488	ATP-dependent RNA helicase FAL1 (EC 3.6.4.13)	45555
